Gene stable ID,Gene stable ID version,Gene name,Human gene stable ID,Human gene name
ENSCGRG00001019460,ENSCGRG00001019460.1,Nms,ENSG00000204640,NMS
ENSCGRG00001019461,ENSCGRG00001019461.1,Bms1,ENSG00000165733,BMS1
ENSCGRG00001019462,ENSCGRG00001019462.1,,ENSG00000149313,AASDHPPT
ENSCGRG00001019463,ENSCGRG00001019463.1,Sec22c,ENSG00000093183,SEC22C
ENSCGRG00001019464,ENSCGRG00001019464.1,Kif3c,ENSG00000084731,KIF3C
ENSCGRG00001019465,ENSCGRG00001019465.1,Pias4,ENSG00000105229,PIAS4
ENSCGRG00001019466,ENSCGRG00001019466.1,,,
ENSCGRG00001019467,ENSCGRG00001019467.1,Klhdc2,ENSG00000165516,KLHDC2
ENSCGRG00001019468,ENSCGRG00001019468.1,Zfp628,ENSG00000197483,ZNF628
ENSCGRG00001019469,ENSCGRG00001019469.1,Myo18a,ENSG00000196535,MYO18A
ENSCGRG00001019470,ENSCGRG00001019470.1,Tgs1,ENSG00000137574,TGS1
ENSCGRG00001019471,ENSCGRG00001019471.1,Ccar1,ENSG00000060339,CCAR1
ENSCGRG00001019472,ENSCGRG00001019472.1,Arhgef9,ENSG00000131089,ARHGEF9
ENSCGRG00001019473,ENSCGRG00001019473.1,Inhba,ENSG00000122641,INHBA
ENSCGRG00001019474,ENSCGRG00001019474.1,Rcc1l,ENSG00000274523,RCC1L
ENSCGRG00001019475,ENSCGRG00001019475.1,Tmub2,ENSG00000168591,TMUB2
ENSCGRG00001019476,ENSCGRG00001019476.1,Rbfox3,ENSG00000167281,RBFOX3
ENSCGRG00001019477,ENSCGRG00001019477.1,Polr2c,ENSG00000102978,POLR2C
ENSCGRG00001019478,ENSCGRG00001019478.1,Kcnip2,ENSG00000120049,KCNIP2
ENSCGRG00001019479,ENSCGRG00001019479.1,Matn1,ENSG00000162510,MATN1
ENSCGRG00001019480,ENSCGRG00001019480.1,Wdr54,ENSG00000005448,WDR54
ENSCGRG00001019481,ENSCGRG00001019481.1,Iqub,ENSG00000164675,IQUB
ENSCGRG00001019482,ENSCGRG00001019482.1,Mrpl54,ENSG00000183617,MRPL54
ENSCGRG00001019483,ENSCGRG00001019483.1,Ctr9,ENSG00000198730,CTR9
ENSCGRG00001019484,ENSCGRG00001019484.1,Nudt16l2,ENSG00000198585,NUDT16
ENSCGRG00001019485,ENSCGRG00001019485.1,Tbc1d12,ENSG00000108239,TBC1D12
ENSCGRG00001019486,ENSCGRG00001019486.1,Arfgef3,ENSG00000112379,ARFGEF3
ENSCGRG00001019487,ENSCGRG00001019487.1,,ENSG00000186204,CYP4F12
ENSCGRG00001019487,ENSCGRG00001019487.1,,ENSG00000162365,CYP4A22
ENSCGRG00001019487,ENSCGRG00001019487.1,,ENSG00000187048,CYP4A11
ENSCGRG00001019487,ENSCGRG00001019487.1,,ENSG00000171903,CYP4F11
ENSCGRG00001019488,ENSCGRG00001019488.1,Fbxo7,ENSG00000100225,FBXO7
ENSCGRG00001019489,ENSCGRG00001019489.1,,,
ENSCGRG00001019490,ENSCGRG00001019490.1,MGME1,ENSG00000125871,MGME1
ENSCGRG00001019491,ENSCGRG00001019491.1,Cdh23,ENSG00000107736,CDH23
ENSCGRG00001019492,ENSCGRG00001019492.1,Cep104,ENSG00000116198,CEP104
ENSCGRG00001019493,ENSCGRG00001019493.1,Cacng5,ENSG00000075429,CACNG5
ENSCGRG00001019494,ENSCGRG00001019494.1,Mertk,ENSG00000153208,MERTK
ENSCGRG00001019495,ENSCGRG00001019495.1,Rap1gap2,ENSG00000132359,RAP1GAP2
ENSCGRG00001019496,ENSCGRG00001019496.1,B3gnt9,ENSG00000237172,B3GNT9
ENSCGRG00001019497,ENSCGRG00001019497.1,Wdr46,ENSG00000227057,WDR46
ENSCGRG00001019498,ENSCGRG00001019498.1,Adam12,ENSG00000148848,ADAM12
ENSCGRG00001019499,ENSCGRG00001019499.1,Zbtb24,ENSG00000112365,ZBTB24
ENSCGRG00001019500,ENSCGRG00001019500.1,Cbx4,ENSG00000141582,CBX4
ENSCGRG00001019501,ENSCGRG00001019501.1,Ptpn5,ENSG00000110786,PTPN5
ENSCGRG00001019502,ENSCGRG00001019502.1,Dcst1,ENSG00000163357,DCST1
ENSCGRG00001019503,ENSCGRG00001019503.1,Rgr,ENSG00000148604,RGR
ENSCGRG00001019504,ENSCGRG00001019504.1,,,
ENSCGRG00001019505,ENSCGRG00001019505.1,Slc37a1,ENSG00000160190,SLC37A1
ENSCGRG00001019506,ENSCGRG00001019506.1,Carmil1,ENSG00000079691,CARMIL1
ENSCGRG00001019507,ENSCGRG00001019507.1,Cyp2c70,,
ENSCGRG00001019508,ENSCGRG00001019508.1,Zkscan6,ENSG00000154957,ZNF18
ENSCGRG00001019509,ENSCGRG00001019509.1,Hira,ENSG00000100084,HIRA
ENSCGRG00001019510,ENSCGRG00001019510.1,Nyap1,ENSG00000166924,NYAP1
ENSCGRG00001019511,ENSCGRG00001019511.1,Slc5a9,ENSG00000117834,SLC5A9
ENSCGRG00001019512,ENSCGRG00001019512.1,,ENSG00000196531,NACA
ENSCGRG00001019513,ENSCGRG00001019513.1,Il6st,ENSG00000134352,IL6ST
ENSCGRG00001019514,ENSCGRG00001019514.1,Fam78b,ENSG00000188859,FAM78B
ENSCGRG00001019515,ENSCGRG00001019515.1,Gm17728,,
ENSCGRG00001019516,ENSCGRG00001019516.1,Nme8,ENSG00000086288,NME8
ENSCGRG00001019517,ENSCGRG00001019517.1,Cacna1h,ENSG00000196557,CACNA1H
ENSCGRG00001019518,ENSCGRG00001019518.1,,,
ENSCGRG00001019519,ENSCGRG00001019519.1,Mfsd4a,ENSG00000174514,MFSD4A
ENSCGRG00001019520,ENSCGRG00001019520.1,,ENSG00000197142,ACSL5
ENSCGRG00001019521,ENSCGRG00001019521.1,,,
ENSCGRG00001019522,ENSCGRG00001019522.1,Prss38,ENSG00000185888,PRSS38
ENSCGRG00001019523,ENSCGRG00001019523.1,4921524L21Rik,,
ENSCGRG00001019524,ENSCGRG00001019524.1,Arl6ip1,ENSG00000170540,ARL6IP1
ENSCGRG00001019525,ENSCGRG00001019525.1,Ifitm3,ENSG00000185201,IFITM2
ENSCGRG00001019525,ENSCGRG00001019525.1,Ifitm3,ENSG00000142089,IFITM3
ENSCGRG00001019525,ENSCGRG00001019525.1,Ifitm3,ENSG00000185885,IFITM1
ENSCGRG00001019526,ENSCGRG00001019526.1,Rims1,ENSG00000079841,RIMS1
ENSCGRG00001019527,ENSCGRG00001019527.1,Cpm,ENSG00000135678,CPM
ENSCGRG00001019528,ENSCGRG00001019528.1,Nop56,ENSG00000101361,NOP56
ENSCGRG00001019529,ENSCGRG00001019529.1,Resf1,ENSG00000174718,RESF1
ENSCGRG00001019530,ENSCGRG00001019530.1,Srpk1,ENSG00000096063,SRPK1
ENSCGRG00001019531,ENSCGRG00001019531.1,Slc25a35,ENSG00000125434,SLC25A35
ENSCGRG00001019532,ENSCGRG00001019532.1,Rnf170,ENSG00000120925,RNF170
ENSCGRG00001019533,ENSCGRG00001019533.1,Rps25,ENSG00000118181,RPS25
ENSCGRG00001019534,ENSCGRG00001019534.1,Samd3,ENSG00000164483,SAMD3
ENSCGRG00001019535,ENSCGRG00001019535.1,Hcfc1,ENSG00000172534,HCFC1
ENSCGRG00001019536,ENSCGRG00001019536.1,Igfbp7,ENSG00000163453,IGFBP7
ENSCGRG00001019537,ENSCGRG00001019537.1,,ENSG00000128294,TPST2
ENSCGRG00001019538,ENSCGRG00001019538.1,Hcrt,ENSG00000161610,HCRT
ENSCGRG00001019539,ENSCGRG00001019539.1,,,
ENSCGRG00001019540,ENSCGRG00001019540.1,Anks1,ENSG00000064999,ANKS1A
ENSCGRG00001019541,ENSCGRG00001019541.1,Ctsd,ENSG00000117984,CTSD
ENSCGRG00001019542,ENSCGRG00001019542.1,,,
ENSCGRG00001019543,ENSCGRG00001019543.1,Agfg2,ENSG00000106351,AGFG2
ENSCGRG00001019544,ENSCGRG00001019544.1,Wdr3,ENSG00000065183,WDR3
ENSCGRG00001019545,ENSCGRG00001019545.1,Theg,ENSG00000105549,THEG
ENSCGRG00001019546,ENSCGRG00001019546.1,4930563E22Rik,ENSG00000256806,C17orf100
ENSCGRG00001019547,ENSCGRG00001019547.1,Map3k6,ENSG00000142733,MAP3K6
ENSCGRG00001019548,ENSCGRG00001019548.1,Zfp637,ENSG00000169740,ZNF32
ENSCGRG00001019549,ENSCGRG00001019549.1,Ppwd1,ENSG00000113593,PPWD1
ENSCGRG00001019550,ENSCGRG00001019550.1,,,
ENSCGRG00001019551,ENSCGRG00001019551.1,Med16,ENSG00000175221,MED16
ENSCGRG00001019552,ENSCGRG00001019552.1,Arhgap32,ENSG00000134909,ARHGAP32
ENSCGRG00001019553,ENSCGRG00001019553.1,Lax1,ENSG00000122188,LAX1
ENSCGRG00001019554,ENSCGRG00001019554.1,Amph,ENSG00000078053,AMPH
ENSCGRG00001019555,ENSCGRG00001019555.1,Myh15,ENSG00000144821,MYH15
ENSCGRG00001019556,ENSCGRG00001019556.1,Pdcd2l,ENSG00000126249,PDCD2L
ENSCGRG00001019557,ENSCGRG00001019557.1,,ENSG00000188452,CERKL
ENSCGRG00001019558,ENSCGRG00001019558.1,Mrps5,ENSG00000144029,MRPS5
ENSCGRG00001019559,ENSCGRG00001019559.1,Cbl,ENSG00000110395,CBL
ENSCGRG00001019560,ENSCGRG00001019560.1,Map1a,ENSG00000166963,MAP1A
ENSCGRG00001019561,ENSCGRG00001019561.1,Cdkn2d,ENSG00000129355,CDKN2D
ENSCGRG00001019562,ENSCGRG00001019562.1,Arntl,ENSG00000133794,ARNTL
ENSCGRG00001019563,ENSCGRG00001019563.1,Phc1,ENSG00000111752,PHC1
ENSCGRG00001019564,ENSCGRG00001019564.1,,ENSG00000119878,CRIPT
ENSCGRG00001019565,ENSCGRG00001019565.1,Nbeal2,ENSG00000160796,NBEAL2
ENSCGRG00001019566,ENSCGRG00001019566.1,Dnlz,ENSG00000213221,DNLZ
ENSCGRG00001019567,ENSCGRG00001019567.1,Trim46,ENSG00000163462,TRIM46
ENSCGRG00001019568,ENSCGRG00001019568.1,Etnk2,ENSG00000143845,ETNK2
ENSCGRG00001019569,ENSCGRG00001019569.1,Sall4,ENSG00000101115,SALL4
ENSCGRG00001019570,ENSCGRG00001019570.1,Prg3,ENSG00000156575,PRG3
ENSCGRG00001019571,ENSCGRG00001019571.1,Kif15,ENSG00000163808,KIF15
ENSCGRG00001019572,ENSCGRG00001019572.1,Washc2,ENSG00000099290,WASHC2A
ENSCGRG00001019572,ENSCGRG00001019572.1,Washc2,ENSG00000172661,WASHC2C
ENSCGRG00001019573,ENSCGRG00001019573.1,Krt32,ENSG00000108759,KRT32
ENSCGRG00001019574,ENSCGRG00001019574.1,Tctn3,ENSG00000119977,TCTN3
ENSCGRG00001019575,ENSCGRG00001019575.1,Crip3,ENSG00000146215,CRIP3
ENSCGRG00001019576,ENSCGRG00001019576.1,Nat1,ENSG00000156006,NAT2
ENSCGRG00001019576,ENSCGRG00001019576.1,Nat1,ENSG00000171428,NAT1
ENSCGRG00001019577,ENSCGRG00001019577.1,Elp4,ENSG00000109911,ELP4
ENSCGRG00001019578,ENSCGRG00001019578.1,Stpg1,ENSG00000001460,STPG1
ENSCGRG00001019579,ENSCGRG00001019579.1,,ENSG00000107175,CREB3
ENSCGRG00001019580,ENSCGRG00001019580.1,Scamp4,ENSG00000227500,SCAMP4
ENSCGRG00001019581,ENSCGRG00001019581.1,Acsm3,ENSG00000005187,ACSM3
ENSCGRG00001019582,ENSCGRG00001019582.1,Ccdc170,ENSG00000120262,CCDC170
ENSCGRG00001019583,ENSCGRG00001019583.1,Cps1,ENSG00000021826,CPS1
ENSCGRG00001019584,ENSCGRG00001019584.1,Ier3,ENSG00000137331,IER3
ENSCGRG00001019585,ENSCGRG00001019585.1,Olfr1026,,
ENSCGRG00001019586,ENSCGRG00001019586.1,Kif20b,ENSG00000138182,KIF20B
ENSCGRG00001019587,ENSCGRG00001019587.1,Rps6ka6,ENSG00000072133,RPS6KA6
ENSCGRG00001019588,ENSCGRG00001019588.1,Fgf21,ENSG00000105550,FGF21
ENSCGRG00001019589,ENSCGRG00001019589.1,Cox16,ENSG00000133983,COX16
ENSCGRG00001019590,ENSCGRG00001019590.1,Arl16,ENSG00000214087,ARL16
ENSCGRG00001019591,ENSCGRG00001019591.1,Micu2,ENSG00000165487,MICU2
ENSCGRG00001019592,ENSCGRG00001019592.1,Pus1,ENSG00000177192,PUS1
ENSCGRG00001019593,ENSCGRG00001019593.1,Tada1,ENSG00000152382,TADA1
ENSCGRG00001019594,ENSCGRG00001019594.1,Lgsn,ENSG00000146166,LGSN
ENSCGRG00001019595,ENSCGRG00001019595.1,Smg6,ENSG00000070366,SMG6
ENSCGRG00001019596,ENSCGRG00001019596.1,,ENSG00000005381,MPO
ENSCGRG00001019597,ENSCGRG00001019597.1,Thg1l,ENSG00000113272,THG1L
ENSCGRG00001019598,ENSCGRG00001019598.1,Nobox,ENSG00000106410,NOBOX
ENSCGRG00001019599,ENSCGRG00001019599.1,Mepe,ENSG00000152595,MEPE
ENSCGRG00001019600,ENSCGRG00001019600.1,Ablim2,ENSG00000163995,ABLIM2
ENSCGRG00001019601,ENSCGRG00001019601.1,Cyp2c23,,
ENSCGRG00001019602,ENSCGRG00001019602.1,Kat6a,ENSG00000083168,KAT6A
ENSCGRG00001019603,ENSCGRG00001019603.1,Erp44,ENSG00000023318,ERP44
ENSCGRG00001019604,ENSCGRG00001019604.1,,,
ENSCGRG00001019605,ENSCGRG00001019605.1,Slc2a6,ENSG00000160326,SLC2A6
ENSCGRG00001019606,ENSCGRG00001019606.1,Noa1,ENSG00000084092,NOA1
ENSCGRG00001019607,ENSCGRG00001019607.1,Exoc1,ENSG00000090989,EXOC1
ENSCGRG00001019608,ENSCGRG00001019608.1,Hlcs,ENSG00000159267,HLCS
ENSCGRG00001019609,ENSCGRG00001019609.1,Mcm4,ENSG00000104738,MCM4
ENSCGRG00001019610,ENSCGRG00001019610.1,Trim35,ENSG00000104228,TRIM35
ENSCGRG00001019611,ENSCGRG00001019611.1,Prdx1,,
ENSCGRG00001019612,ENSCGRG00001019612.1,Slc5a7,ENSG00000115665,SLC5A7
ENSCGRG00001019613,ENSCGRG00001019613.1,Gpr153,ENSG00000158292,GPR153
ENSCGRG00001019614,ENSCGRG00001019614.1,Atp1a4,ENSG00000132681,ATP1A4
ENSCGRG00001019615,ENSCGRG00001019615.1,Cubn,ENSG00000107611,CUBN
ENSCGRG00001019616,ENSCGRG00001019616.1,Fxyd7,ENSG00000221946,FXYD7
ENSCGRG00001019617,ENSCGRG00001019617.1,Asb17,ENSG00000154007,ASB17
ENSCGRG00001019618,ENSCGRG00001019618.1,Ppig,ENSG00000138398,PPIG
ENSCGRG00001019619,ENSCGRG00001019619.1,,ENSG00000127526,SLC35E1
ENSCGRG00001019620,ENSCGRG00001019620.1,Pls1,ENSG00000120756,PLS1
ENSCGRG00001019621,ENSCGRG00001019621.1,Havcr2,ENSG00000135077,HAVCR2
ENSCGRG00001019622,ENSCGRG00001019622.1,Hs6st3,ENSG00000185352,HS6ST3
ENSCGRG00001019623,ENSCGRG00001019623.1,Ppil4,ENSG00000131013,PPIL4
ENSCGRG00001019624,ENSCGRG00001019624.1,Iah1,ENSG00000134330,IAH1
ENSCGRG00001019625,ENSCGRG00001019625.1,Nupl2,ENSG00000136243,NUP42
ENSCGRG00001019626,ENSCGRG00001019626.1,Bud13,ENSG00000137656,BUD13
ENSCGRG00001019627,ENSCGRG00001019627.1,Zfp219,ENSG00000165804,ZNF219
ENSCGRG00001019628,ENSCGRG00001019628.1,Elmod2,ENSG00000179387,ELMOD2
ENSCGRG00001019629,ENSCGRG00001019629.1,Nf2,ENSG00000186575,NF2
ENSCGRG00001019630,ENSCGRG00001019630.1,,ENSG00000135801,TAF5L
ENSCGRG00001019631,ENSCGRG00001019631.1,Runx1t1,ENSG00000079102,RUNX1T1
ENSCGRG00001019632,ENSCGRG00001019632.1,,,
ENSCGRG00001019633,ENSCGRG00001019633.1,Flt4,ENSG00000037280,FLT4
ENSCGRG00001019634,ENSCGRG00001019634.1,,ENSG00000255359,CCDC179
ENSCGRG00001019635,ENSCGRG00001019635.1,Capn15,ENSG00000103326,CAPN15
ENSCGRG00001019636,ENSCGRG00001019636.1,,ENSG00000121067,SPOP
ENSCGRG00001019637,ENSCGRG00001019637.1,Arsk,ENSG00000164291,ARSK
ENSCGRG00001019638,ENSCGRG00001019638.1,Epo,ENSG00000130427,EPO
ENSCGRG00001019639,ENSCGRG00001019639.1,Sec23a,ENSG00000100934,SEC23A
ENSCGRG00001019640,ENSCGRG00001019640.1,Them4,ENSG00000159445,THEM4
ENSCGRG00001019641,ENSCGRG00001019641.1,Cybc1,ENSG00000178927,CYBC1
ENSCGRG00001019642,ENSCGRG00001019642.1,Runx1,ENSG00000159216,RUNX1
ENSCGRG00001019643,ENSCGRG00001019643.1,Arhgap6,ENSG00000047648,ARHGAP6
ENSCGRG00001019644,ENSCGRG00001019644.1,Ccn5,ENSG00000064205,CCN5
ENSCGRG00001019645,ENSCGRG00001019645.1,Mrps35,ENSG00000061794,MRPS35
ENSCGRG00001019646,ENSCGRG00001019646.1,Adam15,ENSG00000143537,ADAM15
ENSCGRG00001019647,ENSCGRG00001019647.1,Tbc1d23,ENSG00000036054,TBC1D23
ENSCGRG00001019648,ENSCGRG00001019648.1,Cavin2,ENSG00000168497,CAVIN2
ENSCGRG00001019649,ENSCGRG00001019649.1,Zup1,ENSG00000153975,ZUP1
ENSCGRG00001019650,ENSCGRG00001019650.1,Helb,ENSG00000127311,HELB
ENSCGRG00001019651,ENSCGRG00001019651.1,,ENSG00000078668,VDAC3
ENSCGRG00001019652,ENSCGRG00001019652.1,Spata17,ENSG00000162814,SPATA17
ENSCGRG00001019653,ENSCGRG00001019653.1,Ubqln4,ENSG00000160803,UBQLN4
ENSCGRG00001019654,ENSCGRG00001019654.1,Per1,ENSG00000179094,PER1
ENSCGRG00001019655,ENSCGRG00001019655.1,,ENSG00000164182,NDUFAF2
ENSCGRG00001019656,ENSCGRG00001019656.1,Trim54,ENSG00000138100,TRIM54
ENSCGRG00001019657,ENSCGRG00001019657.1,Itpr1,ENSG00000150995,ITPR1
ENSCGRG00001019658,ENSCGRG00001019658.1,C4b,ENSG00000224389,C4B
ENSCGRG00001019658,ENSCGRG00001019658.1,C4b,ENSG00000244731,C4A
ENSCGRG00001019659,ENSCGRG00001019659.1,Mrap,ENSG00000170262,MRAP
ENSCGRG00001019660,ENSCGRG00001019660.1,Slc6a4,ENSG00000108576,SLC6A4
ENSCGRG00001019661,ENSCGRG00001019661.1,Pdgfd,ENSG00000170962,PDGFD
ENSCGRG00001019662,ENSCGRG00001019662.1,,ENSG00000090061,CCNK
ENSCGRG00001019663,ENSCGRG00001019663.1,Psma7,ENSG00000101182,PSMA7
ENSCGRG00001019664,ENSCGRG00001019664.1,F2rl3,ENSG00000127533,F2RL3
ENSCGRG00001019665,ENSCGRG00001019665.1,,ENSG00000135698,MPHOSPH6
ENSCGRG00001019666,ENSCGRG00001019666.1,Bean1,ENSG00000166546,BEAN1
ENSCGRG00001019667,ENSCGRG00001019667.1,Wars,ENSG00000140105,WARS1
ENSCGRG00001019668,ENSCGRG00001019668.1,Pwp1,ENSG00000136045,PWP1
ENSCGRG00001019669,ENSCGRG00001019669.1,Satb2,ENSG00000119042,SATB2
ENSCGRG00001019670,ENSCGRG00001019670.1,Cnst,ENSG00000162852,CNST
ENSCGRG00001019671,ENSCGRG00001019671.1,Anapc2,ENSG00000176248,ANAPC2
ENSCGRG00001019672,ENSCGRG00001019672.1,Gata2,ENSG00000179348,GATA2
ENSCGRG00001019673,ENSCGRG00001019673.1,Klk8,ENSG00000129455,KLK8
ENSCGRG00001019674,ENSCGRG00001019674.1,Exoc2,ENSG00000112685,EXOC2
ENSCGRG00001019675,ENSCGRG00001019675.1,,,
ENSCGRG00001019676,ENSCGRG00001019676.1,Ahi1,ENSG00000135541,AHI1
ENSCGRG00001019677,ENSCGRG00001019677.1,Uhrf2,ENSG00000147854,UHRF2
ENSCGRG00001019678,ENSCGRG00001019678.1,Atp8b1,ENSG00000081923,ATP8B1
ENSCGRG00001019679,ENSCGRG00001019679.1,Mlxip,ENSG00000175727,MLXIP
ENSCGRG00001019680,ENSCGRG00001019680.1,Cav1,ENSG00000105974,CAV1
ENSCGRG00001019681,ENSCGRG00001019681.1,Acot6,ENSG00000205669,ACOT6
ENSCGRG00001019682,ENSCGRG00001019682.1,,ENSG00000101843,PSMD10
ENSCGRG00001019683,ENSCGRG00001019683.1,Arap2,ENSG00000047365,ARAP2
ENSCGRG00001019684,ENSCGRG00001019684.1,Klk12,ENSG00000186474,KLK12
ENSCGRG00001019685,ENSCGRG00001019685.1,Egr4,ENSG00000135625,EGR4
ENSCGRG00001019686,ENSCGRG00001019686.1,Gli1,ENSG00000111087,GLI1
ENSCGRG00001019687,ENSCGRG00001019687.1,Abhd14a,ENSG00000248487,ABHD14A
ENSCGRG00001019688,ENSCGRG00001019688.1,Ndufb7,ENSG00000099795,NDUFB7
ENSCGRG00001019689,ENSCGRG00001019689.1,Zfp870,,
ENSCGRG00001019690,ENSCGRG00001019690.1,Clrn3,ENSG00000180745,CLRN3
ENSCGRG00001019691,ENSCGRG00001019691.1,Nampt,ENSG00000105835,NAMPT
ENSCGRG00001019692,ENSCGRG00001019692.1,Comt,ENSG00000093010,COMT
ENSCGRG00001019693,ENSCGRG00001019693.1,Cxcr1,ENSG00000163464,CXCR1
ENSCGRG00001019694,ENSCGRG00001019694.1,Fhl2,ENSG00000115641,FHL2
ENSCGRG00001019695,ENSCGRG00001019695.1,Sfmbt2,ENSG00000198879,SFMBT2
ENSCGRG00001019696,ENSCGRG00001019696.1,Pabpn1,ENSG00000100836,PABPN1
ENSCGRG00001019697,ENSCGRG00001019697.1,,ENSG00000135801,TAF5L
ENSCGRG00001019698,ENSCGRG00001019698.1,,ENSG00000077147,TM9SF3
ENSCGRG00001019699,ENSCGRG00001019699.1,,ENSG00000178295,GEN1
ENSCGRG00001019700,ENSCGRG00001019700.1,,,
ENSCGRG00001019701,ENSCGRG00001019701.1,Ehd1,ENSG00000110047,EHD1
ENSCGRG00001019702,ENSCGRG00001019702.1,Tmem245,ENSG00000106771,TMEM245
ENSCGRG00001019703,ENSCGRG00001019703.1,Bub1b,ENSG00000156970,BUB1B
ENSCGRG00001019704,ENSCGRG00001019704.1,Pstk,ENSG00000179988,PSTK
ENSCGRG00001019705,ENSCGRG00001019705.1,Vsig2,ENSG00000019102,VSIG2
ENSCGRG00001019706,ENSCGRG00001019706.1,Dll3,ENSG00000090932,DLL3
ENSCGRG00001019707,ENSCGRG00001019707.1,Pan2,ENSG00000135473,PAN2
ENSCGRG00001019708,ENSCGRG00001019708.1,Map6d1,ENSG00000180834,MAP6D1
ENSCGRG00001019709,ENSCGRG00001019709.1,Pard6a,ENSG00000102981,PARD6A
ENSCGRG00001019710,ENSCGRG00001019710.1,Tubb1,ENSG00000101162,TUBB1
ENSCGRG00001019711,ENSCGRG00001019711.1,Oma1,ENSG00000162600,OMA1
ENSCGRG00001019712,ENSCGRG00001019712.1,Atp7b,ENSG00000123191,ATP7B
ENSCGRG00001019713,ENSCGRG00001019713.1,Ncoa7,ENSG00000111912,NCOA7
ENSCGRG00001019714,ENSCGRG00001019714.1,Grxcr1,ENSG00000215203,GRXCR1
ENSCGRG00001019715,ENSCGRG00001019715.1,Rufy4,ENSG00000188282,RUFY4
ENSCGRG00001019716,ENSCGRG00001019716.1,Synpo2l,ENSG00000166317,SYNPO2L
ENSCGRG00001019717,ENSCGRG00001019717.1,,,
ENSCGRG00001019718,ENSCGRG00001019718.1,Pigl,ENSG00000108474,PIGL
ENSCGRG00001019719,ENSCGRG00001019719.1,Noto,ENSG00000214513,NOTO
ENSCGRG00001019720,ENSCGRG00001019720.1,Nbl1,ENSG00000158747,NBL1
ENSCGRG00001019721,ENSCGRG00001019721.1,Nccrp1,ENSG00000188505,NCCRP1
ENSCGRG00001019722,ENSCGRG00001019722.1,Oard1,ENSG00000124596,OARD1
ENSCGRG00001019723,ENSCGRG00001019723.1,Ssr3,ENSG00000114850,SSR3
ENSCGRG00001019724,ENSCGRG00001019724.1,,ENSG00000114270,COL7A1
ENSCGRG00001019725,ENSCGRG00001019725.1,Tbx22,ENSG00000122145,TBX22
ENSCGRG00001019726,ENSCGRG00001019726.1,Slc35c1,ENSG00000181830,SLC35C1
ENSCGRG00001019727,ENSCGRG00001019727.1,Cdk1,ENSG00000170312,CDK1
ENSCGRG00001019728,ENSCGRG00001019728.1,Adamts13,ENSG00000160323,ADAMTS13
ENSCGRG00001019729,ENSCGRG00001019729.1,Smim17,ENSG00000268182,SMIM17
ENSCGRG00001019730,ENSCGRG00001019730.1,Nsun4,,
ENSCGRG00001019731,ENSCGRG00001019731.1,A830018L16Rik,ENSG00000165084,C8orf34
ENSCGRG00001019732,ENSCGRG00001019732.1,Ltb,ENSG00000227507,LTB
ENSCGRG00001019733,ENSCGRG00001019733.1,,ENSG00000125977,EIF2S2
ENSCGRG00001019734,ENSCGRG00001019734.1,Ccdc93,ENSG00000125633,CCDC93
ENSCGRG00001019735,ENSCGRG00001019735.1,Kcnh4,ENSG00000089558,KCNH4
ENSCGRG00001019736,ENSCGRG00001019736.1,Ido1,ENSG00000131203,IDO1
ENSCGRG00001019737,ENSCGRG00001019737.1,,ENSG00000132485,ZRANB2
ENSCGRG00001019738,ENSCGRG00001019738.1,Tyrobp,ENSG00000011600,TYROBP
ENSCGRG00001019739,ENSCGRG00001019739.1,Prkd1,ENSG00000184304,PRKD1
ENSCGRG00001019740,ENSCGRG00001019740.1,Akirin1,ENSG00000174574,AKIRIN1
ENSCGRG00001019741,ENSCGRG00001019741.1,Rhoa,ENSG00000067560,RHOA
ENSCGRG00001019742,ENSCGRG00001019742.1,4930430F08Rik,ENSG00000133641,C12orf29
ENSCGRG00001019743,ENSCGRG00001019743.1,,ENSG00000166801,FAM111A
ENSCGRG00001019744,ENSCGRG00001019744.1,,,
ENSCGRG00001019745,ENSCGRG00001019745.1,Tulp2,ENSG00000104804,TULP2
ENSCGRG00001019746,ENSCGRG00001019746.1,,ENSG00000198805,PNP
ENSCGRG00001019747,ENSCGRG00001019747.1,,,
ENSCGRG00001019748,ENSCGRG00001019748.1,Rasgef1b,ENSG00000138670,RASGEF1B
ENSCGRG00001019749,ENSCGRG00001019749.1,Tnfaip3,ENSG00000118503,TNFAIP3
ENSCGRG00001019750,ENSCGRG00001019750.1,Pdpn,ENSG00000162493,PDPN
ENSCGRG00001019751,ENSCGRG00001019751.1,Rfx8,ENSG00000196460,RFX8
ENSCGRG00001019752,ENSCGRG00001019752.1,Tpm3,,
ENSCGRG00001019753,ENSCGRG00001019753.1,Kcna7,ENSG00000104848,KCNA7
ENSCGRG00001019754,ENSCGRG00001019754.1,Il15ra,ENSG00000134470,IL15RA
ENSCGRG00001019755,ENSCGRG00001019755.1,Cd40,ENSG00000101017,CD40
ENSCGRG00001019756,ENSCGRG00001019756.1,Cacng3,ENSG00000006116,CACNG3
ENSCGRG00001019757,ENSCGRG00001019757.1,Klhl32,ENSG00000186231,KLHL32
ENSCGRG00001019758,ENSCGRG00001019758.1,Lrrc46,ENSG00000141294,LRRC46
ENSCGRG00001019759,ENSCGRG00001019759.1,Phex,ENSG00000102174,PHEX
ENSCGRG00001019760,ENSCGRG00001019760.1,Eapp,ENSG00000129518,EAPP
ENSCGRG00001019761,ENSCGRG00001019761.1,Mpzl3,ENSG00000160588,MPZL3
