From	To	Species	Gene Name
ENSCGRG00001017496	100763866	Cricetulus griseus	crystallin lambda 1(Cryl1)
ENSCGRG00001016164	100765737	Cricetulus griseus	fasciculation and elongation protein zeta 2(Fez2)
ENSCGRG00001017495	100768322	Cricetulus griseus	CKLF like MARVEL transmembrane domain containing 6(Cmtm6)
ENSCGRG00001017498	100751370	Cricetulus griseus	sodium voltage-gated channel alpha subunit 9(Scn9a)
ENSCGRG00001016166	100774768	Cricetulus griseus	calcium homeostasis modulator protein 6-like(LOC100774768)
ENSCGRG00001016166	100774476	Cricetulus griseus	calcium homeostasis modulator family member 6(Calhm6)
ENSCGRG00001017497	100770899	Cricetulus griseus	MPV17 mitochondrial inner membrane protein like 2(Mpv17l2)
ENSCGRG00001016167	100774854	Cricetulus griseus	homeobox B5(Hoxb5)
ENSCGRG00001009009	100767546	Cricetulus griseus	elongation factor for RNA polymerase II(Ell)
ENSCGRG00001000666	100755252	Cricetulus griseus	deoxythymidylate kinase(Dtymk)
ENSCGRG00001016171	100767762	Cricetulus griseus	eukaryotic translation initiation factor 2A(Eif2a)
ENSCGRG00001001998	100750437	Cricetulus griseus	solute carrier family 2 member 13(LOC100750437)
ENSCGRG00001000668	100752680	Cricetulus griseus	dopamine receptor D5(Drd5)
ENSCGRG00001000669	100753011	Cricetulus griseus	olfactory receptor 867(LOC100753011)
ENSCGRG00001016174	100753252	Cricetulus griseus	kallikrein-6(LOC100753252)
ENSCGRG00001000662	100765622	Cricetulus griseus	leucine-rich repeat-containing protein 74A(LOC100765622)
ENSCGRG00001000663	100774364	Cricetulus griseus	NIPA like domain containing 1(Nipal1)
ENSCGRG00001000664	100759099	Cricetulus griseus	integrin subunit beta 1 binding protein 1(Itgb1bp1)
ENSCGRG00001001995	100761591	Cricetulus griseus	ribonucleotide reductase catalytic subunit M1(Rrm1)
ENSCGRG00001016170	100773215	Cricetulus griseus	ubiquitin conjugating enzyme E2 D1(Ube2d1)
ENSCGRG00001016179	100751890	Cricetulus griseus	RNA exonuclease 5(Rexo5)
ENSCGRG00001016176	100761146	Cricetulus griseus	tropomyosin 4(Tpm4)
ENSCGRG00001016177	100765723	Cricetulus griseus	RAS guanyl releasing protein 4(Rasgrp4)
ENSCGRG00001016178	100761668	Cricetulus griseus	olfactory receptor 5M8(LOC100761668)
ENSCGRG00001013901	113830707	Cricetulus griseus	asparagine synthetase domain containing 1(Asnsd1)
ENSCGRG00001001990	100753246	Cricetulus griseus	neuronal differentiation 4(Neurod4)
ENSCGRG00001000660	100766703	Cricetulus griseus	C-terminal binding protein 1(Ctbp1)
ENSCGRG00001000661	100758676	Cricetulus griseus	Ras association domain family member 8(Rassf8)
ENSCGRG00001001992	100766521	Cricetulus griseus	ring finger protein 1(Ring1)
ENSCGRG00001013903	100753616	Cricetulus griseus	SLAM family member 7(Slamf7)
ENSCGRG00001013909	100751438	Cricetulus griseus	G protein-coupled receptor class C group 5 member A(Gprc5a)
ENSCGRG00001013908	100769818	Cricetulus griseus	mitogen-activated protein kinase kinase kinase 20(Map3k20)
ENSCGRG00001013907	100767867	Cricetulus griseus	cAMP responsive element modulator(Crem)
ENSCGRG00001016182	100759126	Cricetulus griseus	SKI3 subunit of superkiller complex(Skic3)
ENSCGRG00001000656	100772485	Cricetulus griseus	NIMA related kinase 6(Nek6)
ENSCGRG00001016183	100756142	Cricetulus griseus	solute carrier family 17 member 4(Slc17a4)
ENSCGRG00001000657	100772260	Cricetulus griseus	ADCYAP receptor type I(Adcyap1r1)
ENSCGRG00001016184	100689396	Cricetulus griseus	solute carrier family 10 member 2(Slc10a2)
ENSCGRG00001001988	100761316	Cricetulus griseus	F-box protein 45(Fbxo45)
ENSCGRG00001000651	100769025	Cricetulus griseus	galactose-3-O-sulfotransferase 3(Gal3st3)
ENSCGRG00001000652	100759419	Cricetulus griseus	charged multivesicular body protein 4B(Chmp4b)
ENSCGRG00001000653	100768343	Cricetulus griseus	actin related protein T3(Actrt3)
ENSCGRG00001016180	100771366	Cricetulus griseus	dynein cytoplasmic 1 heavy chain 1(Dync1h1)
ENSCGRG00001000654	100753273	Cricetulus griseus	olfactory receptor 52R1(LOC100753273)
ENSCGRG00001016187	100773805	Cricetulus griseus	indolethylamine N-methyltransferase(Inmt)
ENSCGRG00001016189	100758692	Cricetulus griseus	tafazzin, phospholipid-lysophospholipid transacylase(Tafazzin)
ENSCGRG00001013913	103158563	Cricetulus griseus	retinol binding protein 7(Rbp7)
ENSCGRG00001013912	100763984	Cricetulus griseus	homeobox C9(Hoxc9)
ENSCGRG00001013910	100764363	Cricetulus griseus	C9orf72-SMCR8 complex subunit(C9orf72)
ENSCGRG00001013917	100762629	Cricetulus griseus	inner membrane mitochondrial protein(Immt)
ENSCGRG00001013915	100774733	Cricetulus griseus	cyclin dependent kinase inhibitor 2C(Cdkn2c)
ENSCGRG00001016193	100768798	Cricetulus griseus	pantothenate kinase 1(Pank1)
ENSCGRG00001001977	100756276	Cricetulus griseus	MOS proto-oncogene, serine/threonine kinase(Mos)
ENSCGRG00001000647	100768656	Cricetulus griseus	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6(B3gnt6)
ENSCGRG00001000641	100769935	Cricetulus griseus	reticulocalbin 1(Rcn1)
ENSCGRG00001016190	100760746	Cricetulus griseus	G protein subunit gamma transducin 1(Gngt1)
ENSCGRG00001000642	100762334	Cricetulus griseus	RAN binding protein 2(Ranbp2)
ENSCGRG00001001973	100759599	Cricetulus griseus	membrane associated ring-CH-type finger 6(Marchf6)
ENSCGRG00001000643	100767975	Cricetulus griseus	leucine rich repeat containing 2(Lrrc2)
ENSCGRG00001016192	100764874	Cricetulus griseus	cyclic AMP-dependent transcription factor ATF-7(LOC100764874)
ENSCGRG00001016197	100765805	Cricetulus griseus	male-specific lethal 3 homolog(LOC100765805)
ENSCGRG00001001979	100764827	Cricetulus griseus	noggin(Nog)
ENSCGRG00001016198	100757764	Cricetulus griseus	mex-3 RNA binding family member B(Mex3b)
ENSCGRG00001016199	100689079	Cricetulus griseus	insulin induced gene 2(Insig2)
ENSCGRG00001013920	100773666	Cricetulus griseus	transmembrane protein 128(Tmem128)
ENSCGRG00001013924	113836349	Cricetulus griseus	homeobox protein Nkx-2.2(LOC113836349)
ENSCGRG00001013923	100756458	Cricetulus griseus	NADH:ubiquinone oxidoreductase complex assembly factor 7(Ndufaf7)
ENSCGRG00001013922	100757864	Cricetulus griseus	ADP ribosylation factor 1(Arf1)
ENSCGRG00001013926	100762184	Cricetulus griseus	glucose-6-phosphatase catalytic subunit 2(G6pc2)
ENSCGRG00001013925	100762648	Cricetulus griseus	phospholipid scramblase family member 5(Plscr5)
ENSCGRG00001013929	100759292	Cricetulus griseus	WD repeat domain 75(Wdr75)
ENSCGRG00001000634	100753144	Cricetulus griseus	transmembrane protein 86A(Tmem86a)
ENSCGRG00001001965	100764259	Cricetulus griseus	zinc finger protein 512B(Znf512b)
ENSCGRG00001000635	100768413	Cricetulus griseus	solute carrier family 12 member 5(Slc12a5)
ENSCGRG00001001966	100760989	Cricetulus griseus	nuclear factor of activated T cells 3(Nfatc3)
ENSCGRG00001001960	100763321	Cricetulus griseus	docking protein 6(Dok6)
ENSCGRG00001000630	100754372	Cricetulus griseus	autophagy related 4C cysteine peptidase(Atg4c)
ENSCGRG00001000631	100752971	Cricetulus griseus	Scm like with four mbt domains 1(Sfmbt1)
ENSCGRG00001000631	100753980	Cricetulus griseus	scm-like with four MBT domains protein 1(LOC100753980)
ENSCGRG00001001963	100689468	Cricetulus griseus	glucose-6-phosphate isomerase(Gpi)
ENSCGRG00001001968	100764380	Cricetulus griseus	uracil phosphoribosyltransferase homolog(Uprt)
ENSCGRG00001000638	100754297	Cricetulus griseus	G-protein coupled receptor 26(LOC100754297)
ENSCGRG00001000639	100769438	Cricetulus griseus	gamma-aminobutyric acid type A receptor subunit rho2(Gabrr2)
ENSCGRG00001013931	100768960	Cricetulus griseus	kelch domain containing 4(Klhdc4)
ENSCGRG00001012603	100767598	Cricetulus griseus	beta-1,3-galactosyltransferase 6(B3galt6)
ENSCGRG00001013934	100768939	Cricetulus griseus	interferon-inducible GTPase 5(LOC100768939)
ENSCGRG00001012602	100757993	Cricetulus griseus	semaphorin 3E(Sema3e)
ENSCGRG00001013932	100769701	Cricetulus griseus	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated(Lsm2)
ENSCGRG00001012608	100769274	Cricetulus griseus	zinc finger protein 334(Znf334)
ENSCGRG00001013938	100755363	Cricetulus griseus	zinc finger protein 420(LOC100755363)
ENSCGRG00001013937	100765599	Cricetulus griseus	tubulin alpha-3 chain(LOC100765599)
ENSCGRG00001012605	100760317	Cricetulus griseus	vestigial like family member 2(Vgll2)
ENSCGRG00001013936	100771995	Cricetulus griseus	AP2 associated kinase 1(Aak1)
ENSCGRG00001006727	100752179	Cricetulus griseus	lysophosphatidic acid receptor 4(Lpar4)
ENSCGRG00001018712	100760622	Cricetulus griseus	serine protease 54(Prss54)
ENSCGRG00001018711	100769679	Cricetulus griseus	ALG5 dolichyl-phosphate beta-glucosyltransferase(Alg5)
ENSCGRG00001018718	100772881	Cricetulus griseus	tryptophanyl tRNA synthetase 2, mitochondrial(Wars2)
ENSCGRG00001018717	100768674	Cricetulus griseus	PDZ and LIM domain 2(Pdlim2)
ENSCGRG00001018713	100751477	Cricetulus griseus	MEF2 activating motif and SAP domain containing transcriptional regulator(Mamstr)
ENSCGRG00001018716	100754791	Cricetulus griseus	cytidine/uridine monophosphate kinase 2(Cmpk2)
ENSCGRG00001018715	100752765	Cricetulus griseus	ADAM metallopeptidase with thrombospondin type 1 motif 10(Adamts10)
ENSCGRG00001006720	100760939	Cricetulus griseus	olfactory receptor 5W2-like(LOC100760939)
ENSCGRG00001006718	100763843	Cricetulus griseus	sterile alpha motif domain containing 8(Samd8)
ENSCGRG00001006719	100760042	Cricetulus griseus	docking protein 1(Dok1)
ENSCGRG00001006717	100764967	Cricetulus griseus	solute carrier family 6 member 7(Slc6a7)
ENSCGRG00001006715	113836245	Cricetulus griseus	class E basic helix-loop-helix protein 23(LOC113836245)
ENSCGRG00001006713	103158884	Cricetulus griseus	F-box protein 32(Fbxo32)
ENSCGRG00001018721	100761330	Cricetulus griseus	RNA binding motif protein 34(Rbm34)
ENSCGRG00001018720	100773293	Cricetulus griseus	Fas ligand(Faslg)
ENSCGRG00001018723	100759082	Cricetulus griseus	C-X-C motif chemokine ligand 12(Cxcl12)
ENSCGRG00001018724	100756681	Cricetulus griseus	gamma-aminobutyric acid type A receptor subunit gamma1(Gabrg1)
ENSCGRG00001018727	100771879	Cricetulus griseus	transmembrane protein 236(Tmem236)
ENSCGRG00001018726	100757053	Cricetulus griseus	tetraspanin 4(Tspan4)
ENSCGRG00001006707	100754376	Cricetulus griseus	elongation factor for RNA polymerase II 3(Ell3)
ENSCGRG00001018732	100766229	Cricetulus griseus	BTG anti-proliferation factor 2(Btg2)
ENSCGRG00001017403	100774985	Cricetulus griseus	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)(Accs)
ENSCGRG00001018734	100757875	Cricetulus griseus	1-acylglycerol-3-phosphate O-acyltransferase 5(Agpat5)
ENSCGRG00001017402	100767724	Cricetulus griseus	NUBP iron-sulfur cluster assembly factor 1, cytosolic(Nubp1)
ENSCGRG00001018733	100752237	Cricetulus griseus	presenilin 2(Psen2)
ENSCGRG00001018730	100751700	Cricetulus griseus	major facilitator superfamily domain containing 6(Mfsd6)
ENSCGRG00001017409	100760856	Cricetulus griseus	RAB8A, member RAS oncogene family(Rab8a)
ENSCGRG00001018739	100771290	Cricetulus griseus	dehydrogenase/reductase SDR family member 4(LOC100771290)
ENSCGRG00001017405	100762423	Cricetulus griseus	sarcoglycan gamma(Sgcg)
ENSCGRG00001018736	100772359	Cricetulus griseus	protein kinase AMP-activated non-catalytic subunit beta 2(Prkab2)
ENSCGRG00001017404	100759970	Cricetulus griseus	calcineurin like EF-hand protein 2(Chp2)
ENSCGRG00001018735	100773737	Cricetulus griseus	HRas proto-oncogene, GTPase(Hras)
ENSCGRG00001018738	100765955	Cricetulus griseus	cytosolic thiouridylase subunit 2(Ctu2)
ENSCGRG00001017412	100768055	Cricetulus griseus	enoyl-CoA hydratase 1(Ech1)
ENSCGRG00001018743	100759429	Cricetulus griseus	RNA binding motif protein 26(Rbm26)
ENSCGRG00001017414	103161469	Cricetulus griseus	GATA binding protein 6(Gata6)
ENSCGRG00001018745	100769975	Cricetulus griseus	negative elongation factor complex member A(Nelfa)
ENSCGRG00001017413	100767014	Cricetulus griseus	APOBEC1 complementation factor(A1cf)
ENSCGRG00001018744	100763302	Cricetulus griseus	complement factor D(Cfd)
ENSCGRG00001017410	100754676	Cricetulus griseus	helicase, lymphoid specific(Hells)
ENSCGRG00001018741	103161031	Cricetulus griseus	mitochondrial ribosomal protein S28(Mrps28)
ENSCGRG00001018740	100754096	Cricetulus griseus	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1(Pfkfb1)
ENSCGRG00001017416	100750848	Cricetulus griseus	lactamase beta(Lactb)
ENSCGRG00001018747	100760661	Cricetulus griseus	acidic mammalian chitinase(LOC100760661)
ENSCGRG00001017415	100763122	Cricetulus griseus	chromosome unknown C17orf97 homolog(CUNH17orf97)
ENSCGRG00001018746	100766527	Cricetulus griseus	PBX homeobox 2(Pbx2)
ENSCGRG00001018749	100767441	Cricetulus griseus	diphosphoinositol pentakisphosphate kinase 1(Ppip5k1)
ENSCGRG00001017423	100772403	Cricetulus griseus	otopetrin 2(Otop2)
ENSCGRG00001018754	100755179	Cricetulus griseus	aldolase, fructose-bisphosphate B(Aldob)
ENSCGRG00001017422	100768068	Cricetulus griseus	MMS22 like, DNA repair protein(Mms22l)
ENSCGRG00001018753	100763072	Cricetulus griseus	NSE1 homolog, SMC5-SMC6 complex component(Nsmce1)
ENSCGRG00001018756	100751616	Cricetulus griseus	spermatogenesis associated 7(LOC100751616)
ENSCGRG00001018756	100770623	Cricetulus griseus	spermatogenesis associated 7(LOC100770623)
ENSCGRG00001017424	100754698	Cricetulus griseus	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase(Ehhadh)
ENSCGRG00001018755	100761456	Cricetulus griseus	glucocorticoid modulatory element binding protein 2(Gmeb2)
ENSCGRG00001018750	100766394	Cricetulus griseus	leucine rich repeats and WD repeat domain containing 1(Lrwd1)
ENSCGRG00001018752	100752218	Cricetulus griseus	suppression of tumorigenicity 7(St7)
ENSCGRG00001018751	100770500	Cricetulus griseus	desumoylating isopeptidase 1(Desi1)
ENSCGRG00001018758	100769636	Cricetulus griseus	lipopolysaccharide induced TNF factor(Litaf)
ENSCGRG00001017426	100756163	Cricetulus griseus	gem nuclear organelle associated protein 6(Gemin6)
ENSCGRG00001018757	100761740	Cricetulus griseus	prostate and testis expressed 4(Pate4)
ENSCGRG00001017429	100757999	Cricetulus griseus	lipase family member K(Lipk)
ENSCGRG00001018759	100759640	Cricetulus griseus	thymopoietin(Tmpo)
ENSCGRG00001017434	100772831	Cricetulus griseus	methionine adenosyltransferase 2B(Mat2b)
ENSCGRG00001016102	100762834	Cricetulus griseus	nuclear factor of activated T cells 5(Nfat5)
ENSCGRG00001018765	100758958	Cricetulus griseus	isocitrate dehydrogenase (NADP(+)) 1(Idh1)
ENSCGRG00001017433	100768563	Cricetulus griseus	SH3 domain binding glutamate rich protein like 3(Sh3bgrl3)
ENSCGRG00001018764	100771958	Cricetulus griseus	KRI1 homolog(Kri1)
ENSCGRG00001017436	100766770	Cricetulus griseus	protein phosphatase 1 regulatory subunit 27(Ppp1r27)
ENSCGRG00001018767	100750683	Cricetulus griseus	cell division cycle 34, ubiqiutin conjugating enzyme(Cdc34)
ENSCGRG00001017430	100768557	Cricetulus griseus	potassium sodium-activated channel subfamily T member 2(Kcnt2)
ENSCGRG00001018761	100756415	Cricetulus griseus	solute carrier family 33 member 1(Slc33a1)
ENSCGRG00001018760	100759935	Cricetulus griseus	chromosome 3 C11orf86 homolog(C3H11orf86)
ENSCGRG00001017432	100765667	Cricetulus griseus	sushi repeat containing protein X-linked(Srpx)
ENSCGRG00001018763	100772167	Cricetulus griseus	CD63 molecule(Cd63)
ENSCGRG00001017431	100766258	Cricetulus griseus	ovochymase 2(Ovch2)
ENSCGRG00001018762	113837248	Cricetulus griseus	N-acetyltransferase 14(LOC113837248)
ENSCGRG00001017438	100761287	Cricetulus griseus	methyltransferase 21A, HSPA lysine(Mettl21a)
ENSCGRG00001018769	100756900	Cricetulus griseus	carboxypeptidase A4(Cpa4)
ENSCGRG00001017437	100761389	Cricetulus griseus	ecdysoneless cell cycle regulator(Ecd)
ENSCGRG00001018768	100753303	Cricetulus griseus	coiled-coil domain containing 124(Ccdc124)
ENSCGRG00001017439	100762075	Cricetulus griseus	phosphatidylserine synthase 1(Ptdss1)
ENSCGRG00001016109	100773635	Cricetulus griseus	coiled-coil domain containing 115(Ccdc115)
ENSCGRG00001017444	100770943	Cricetulus griseus	acyl-CoA dehydrogenase family member 9(Acad9)
ENSCGRG00001016114	100764207	Cricetulus griseus	leucine rich repeats and calponin homology domain containing 3(Lrch3)
ENSCGRG00001017447	100752963	Cricetulus griseus	G3BP stress granule assembly factor 2(G3bp2)
ENSCGRG00001016115	100759236	Cricetulus griseus	microsomal glutathione S-transferase 3(Mgst3)
ENSCGRG00001017446	100764237	Cricetulus griseus	MCL1 apoptosis regulator, BCL2 family member(Mcl1)
ENSCGRG00001018777	100755242	Cricetulus griseus	family with sequence similarity 167 member A(Fam167a)
ENSCGRG00001017441	100773429	Cricetulus griseus	pancreatic beta cell growth factor(LOC100773429)
ENSCGRG00001018772	100756126	Cricetulus griseus	guanine monophosphate synthase(Gmps)
ENSCGRG00001017440	100751951	Cricetulus griseus	left-right determination factor 2(LOC100751951)
ENSCGRG00001018771	100755102	Cricetulus griseus	kelch repeat and BTB domain containing 3(Kbtbd3)
ENSCGRG00001016111	100769697	Cricetulus griseus	phospholipase C gamma 1(Plcg1)
ENSCGRG00001018774	100773180	Cricetulus griseus	TATA-box binding protein associated factor, RNA polymerase I subunit A(Taf1a)
ENSCGRG00001017442	100758296	Cricetulus griseus	poly(U) binding splicing factor 60(Puf60)
ENSCGRG00001016112	100768686	Cricetulus griseus	growth arrest specific 7(Gas7)
ENSCGRG00001016117	100762208	Cricetulus griseus	transmembrane protein 200A(Tmem200a)
ENSCGRG00001017448	100765560	Cricetulus griseus	basic leucine zipper ATF-like transcription factor 3(Batf3)
ENSCGRG00001016118	113836376	Cricetulus griseus	transcription factor 15(LOC113836376)
ENSCGRG00001017450	100767711	Cricetulus griseus	BCL6 corepressor(Bcor)
ENSCGRG00001018780	100753128	Cricetulus griseus	2,4-dienoyl-CoA reductase 1(Decr1)
ENSCGRG00001016124	100752392	Cricetulus griseus	myomaker, myoblast fusion factor(Mymk)
ENSCGRG00001016125	100770139	Cricetulus griseus	synaptotagmin like 4(Sytl4)
ENSCGRG00001017458	100770326	Cricetulus griseus	VPS16 core subunit of CORVET and HOPS complexes(Vps16)
ENSCGRG00001016126	100767963	Cricetulus griseus	radial spoke head 14 homolog(Rsph14)
ENSCGRG00001018789	100772110	Cricetulus griseus	succinate dehydrogenase complex assembly factor 2(Sdhaf2)
ENSCGRG00001016127	100767321	Cricetulus griseus	intraflagellar transport 80(Ift80)
ENSCGRG00001018788	100770495	Cricetulus griseus	calcium voltage-gated channel subunit alpha1 B(Cacna1b)
ENSCGRG00001017452	100771283	Cricetulus griseus	hedgehog interacting protein(Hhip)
ENSCGRG00001018783	100762775	Cricetulus griseus	LDL receptor related protein 4(Lrp4)
ENSCGRG00001017451	100755763	Cricetulus griseus	pleckstrin homology domain containing A7(Plekha7)
ENSCGRG00001016121	100756366	Cricetulus griseus	mediator complex subunit 21(Med21)
ENSCGRG00001017454	100753375	Cricetulus griseus	sulfotransferase 2B1(LOC100753375)
ENSCGRG00001016122	100757136	Cricetulus griseus	CASP8 and FADD like apoptosis regulator(Cflar)
ENSCGRG00001017453	100766888	Cricetulus griseus	ankyrin repeat domain 55(Ankrd55)
ENSCGRG00001016128	100751197	Cricetulus griseus	beta-1,3-galactosyltransferase 4(B3galt4)
ENSCGRG00001017459	100755751	Cricetulus griseus	G protein nucleolar 3 like(Gnl3l)
ENSCGRG00001016129	100771006	Cricetulus griseus	myosin-11(LOC100771006)
ENSCGRG00001000592	100769695	Cricetulus griseus	SEC11 homolog C, signal peptidase complex subunit(Sec11c)
ENSCGRG00001000593	100762549	Cricetulus griseus	BRMS1 transcriptional repressor and anoikis regulator(Brms1)
ENSCGRG00001000594	100760604	Cricetulus griseus	putative homeodomain transcription factor 1(Phtf1)
ENSCGRG00001023224	100753669	Cricetulus griseus	calcium homeostasis modulator 1(Calhm1)
ENSCGRG00001024557	100766160	Cricetulus griseus	coenzyme Q4(Coq4)
ENSCGRG00001023223	100756732	Cricetulus griseus	TPX2 microtubule nucleation factor(Tpx2)
ENSCGRG00001023225	100768615	Cricetulus griseus	protein kinase cGMP-dependent 1(Prkg1)
ENSCGRG00001023228	100770205	Cricetulus griseus	Rho related BTB domain containing 2(Rhobtb2)
ENSCGRG00001023227	100763068	Cricetulus griseus	vesicle associated membrane protein 3(Vamp3)
ENSCGRG00001012574	100764676	Cricetulus griseus	OTU deubiquitinase, ubiquitin aldehyde binding 2(Otub2)
ENSCGRG00001011243	100762459	Cricetulus griseus	U6 snRNA biogenesis phosphodiesterase 1(Usb1)
ENSCGRG00001011240	100766294	Cricetulus griseus	catenin alpha like 1(Ctnnal1)
ENSCGRG00001012571	100765776	Cricetulus griseus	keratin 82(Krt82)
ENSCGRG00001011241	100761516	Cricetulus griseus	fukutin(Fktn)
ENSCGRG00001005471	100752999	Cricetulus griseus	RNA polymerase III subunit C(Polr3c)
ENSCGRG00001012577	100770539	Cricetulus griseus	cell division cycle 27(Cdc27)
ENSCGRG00001012576	100751917	Cricetulus griseus	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3(Lamtor3)
ENSCGRG00001011244	100752683	Cricetulus griseus	G protein-coupled receptor 33(Gpr33)
ENSCGRG00001011248	100760738	Cricetulus griseus	alkB homolog 8, tRNA methyltransferase(Alkbh8)
ENSCGRG00001012579	100768234	Cricetulus griseus	HDGF like 2(Hdgfl2)
ENSCGRG00001011249	100752716	Cricetulus griseus	olfactory receptor 6K2(LOC100752716)
ENSCGRG00001004148	100773636	Cricetulus griseus	MAX dimerization protein 1(Mxd1)
ENSCGRG00001005477	100753458	Cricetulus griseus	protein disulfide isomerase family A member 4(Pdia4)
ENSCGRG00001024552	100774921	Cricetulus griseus	NSE4 homolog A, SMC5-SMC6 complex component(Nsmce4a)
ENSCGRG00001023220	100762866	Cricetulus griseus	COP9 signalosome subunit 7B(Cops7b)
ENSCGRG00001005475	100763905	Cricetulus griseus	shisa family member 8(Shisa8)
ENSCGRG00001024551	100755853	Cricetulus griseus	transmembrane protein 79(Tmem79)
ENSCGRG00001023221	100750386	Cricetulus griseus	biorientation of chromosomes in cell division 1(Bod1)
ENSCGRG00001024567	100765671	Cricetulus griseus	cysteine-rich hydrophobic domain-containing protein 2(LOC100765671)
ENSCGRG00001024567	103158892	Cricetulus griseus	cysteine-rich hydrophobic domain-containing protein 2(LOC103158892)
ENSCGRG00001024568	100773541	Cricetulus griseus	enhancer of polycomb homolog 2(Epc2)
ENSCGRG00001024565	100754354	Cricetulus griseus	mitochondrial ribosomal protein L21(Mrpl21)
ENSCGRG00001023237	100758378	Cricetulus griseus	MYB binding protein 1a(Mybbp1a)
ENSCGRG00001024566	100758944	Cricetulus griseus	small EDRK-rich factor 1A(Serf1a)
ENSCGRG00001023236	100755982	Cricetulus griseus	solute carrier family 25 member 25(Slc25a25)
ENSCGRG00001023239	100761014	Cricetulus griseus	catsper channel auxiliary subunit zeta(Catsperz)
ENSCGRG00001005469	100751661	Cricetulus griseus	CASP2 and RIPK1 domain containing adaptor with death domain(Cradd)
ENSCGRG00001024569	100751513	Cricetulus griseus	PRAME family member 20(LOC100751513)
ENSCGRG00001012580	100771016	Cricetulus griseus	WD repeat domain 62(Wdr62)
ENSCGRG00001011250	100757990	Cricetulus griseus	transmembrane protein 60(Tmem60)
ENSCGRG00001012585	100765627	Cricetulus griseus	nucleoside diphosphate kinase B(LOC100765627)
ENSCGRG00001012583	100753163	Cricetulus griseus	SHQ1, H/ACA ribonucleoprotein assembly factor(Shq1)
ENSCGRG00001012588	100774524	Cricetulus griseus	synuclein gamma(Sncg)
ENSCGRG00001012587	100757018	Cricetulus griseus	MTOR associated protein, LST8 homolog(Mlst8)
ENSCGRG00001011259	105349233	Cricetulus griseus	syncytin b(Synb)
ENSCGRG00001024560	100771944	Cricetulus griseus	LSM1 homolog, mRNA degradation associated(Lsm1)
ENSCGRG00001004134	100761662	Cricetulus griseus	potassium voltage-gated channel subfamily D member 1(Kcnd1)
ENSCGRG00001004136	103159417	Cricetulus griseus	small nuclear ribonucleoprotein-associated protein N(LOC103159417)
ENSCGRG00001006797	100754364	Cricetulus griseus	zinc finger and BTB domain containing 3(Zbtb3)
ENSCGRG00001023230	100753202	Cricetulus griseus	insulin like growth factor binding protein acid labile subunit(Igfals)
ENSCGRG00001024561	100762580	Cricetulus griseus	phosphodiesterase 6D(Pde6d)
ENSCGRG00001024576	100755165	Cricetulus griseus	transition protein 1(Tnp1)
ENSCGRG00001024577	100760239	Cricetulus griseus	G-patch domain containing 2(Gpatch2)
ENSCGRG00001004128	100769232	Cricetulus griseus	olfactory receptor 6C75(LOC100769232)
ENSCGRG00001004129	100754209	Cricetulus griseus	general transcription factor IIE subunit 2(Gtf2e2)
ENSCGRG00001012592	100765335	Cricetulus griseus	TBC1 domain family member 32(Tbc1d32)
ENSCGRG00001012591	100767682	Cricetulus griseus	transmembrane protein 260(Tmem260)
ENSCGRG00001012596	100765488	Cricetulus griseus	keratin 84(Krt84)
ENSCGRG00001012595	100774782	Cricetulus griseus	N-alpha-acetyltransferase 10, NatA catalytic subunit(Naa10)
ENSCGRG00001011265	100752897	Cricetulus griseus	leucine rich repeat containing 49(Lrrc49)
ENSCGRG00001012593	100768424	Cricetulus griseus	dedicator of cytokinesis 9(Dock9)
ENSCGRG00001011268	100758926	Cricetulus griseus	bolA family member 1(Bola1)
ENSCGRG00001012599	100759230	Cricetulus griseus	mitochondrial calcium uptake 1(Micu1)
ENSCGRG00001011269	100756266	Cricetulus griseus	keratinocyte proline rich protein(Kprp)
ENSCGRG00001012598	100755965	Cricetulus griseus	basic leucine zipper ATF-like transcription factor(Batf)
ENSCGRG00001005456	100764843	Cricetulus griseus	poly(ADP-ribose) polymerase family member 3(Parp3)
ENSCGRG00001024570	100754576	Cricetulus griseus	armadillo repeat containing 9(Armc9)
ENSCGRG00001005457	100755538	Cricetulus griseus	potassium voltage-gated channel subfamily A regulatory beta subunit 1(Kcnab1)
ENSCGRG00001024571	100770203	Cricetulus griseus	HESX homeobox 1(Hesx1)
ENSCGRG00001005454	100771281	Cricetulus griseus	TBC1 domain family member 2(Tbc1d2)
ENSCGRG00001006785	100771190	Cricetulus griseus	eukaryotic translation initiation factor 3 subunit E(Eif3e)
ENSCGRG00001005455	103164296	Cricetulus griseus	myogenesis regulating glycosidase (putative)(Myorg)
ENSCGRG00001004125	100765546	Cricetulus griseus	arylsulfatase family member I(Arsi)
ENSCGRG00001024574	100762121	Cricetulus griseus	CLOCK interacting pacemaker(Cipc)
ENSCGRG00001023242	100752170	Cricetulus griseus	procollagen C-endopeptidase enhancer(Pcolce)
ENSCGRG00001023241	100753200	Cricetulus griseus	glutathione synthetase(Gss)
ENSCGRG00001006784	100766734	Cricetulus griseus	chromosome 1 C6orf141 homolog(C1H6orf141)
