NCBI GeneID	Symbol	Description
107977384	LOC107977384	uncharacterized LOC107977384
107977385	LOC107977385	MLV-related proviral Env polyprotein-like
107977386	LOC107977386	uncharacterized LOC107977386
107977389	LOC107977389	putative methyl-CpG-binding domain protein 3-like 3
107977391	LOC107977391	uncharacterized LOC107977391
107977392	LOC107977392	40S ribosomal protein S26-like
107977395	LOC107977395	uncharacterized LOC107977395
107977397	LOC107977397	small nuclear ribonucleoprotein G-like
107977398	LOC107977398	uncharacterized LOC107977398
107977399	LOC107977399	uncharacterized LOC107977399
107977400	LOC107977400	uncharacterized LOC107977400
107977405	LOC107977405	uncharacterized LOC107977405
107977406	LOC107977406	uncharacterized LOC107977406
107977412	LOC107977412	uncharacterized LOC107977412
107977414	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977418	LOC107977418	uncharacterized LOC107977418
107977419	LOC107977419	uncharacterized LOC107977419
107977420	LOC107977420	60S ribosomal protein L5-like
107977422	LOC107977422	ubiquitin-conjugating enzyme E2 D3-like
107977423	LOC107977423	calcium/calmodulin-dependent protein kinase type II subunit delta-like
107977424	LOC107977424	immunoglobulin heavy variable 3-72-like
107977425	LOC107977425	immunoglobulin heavy variable 4-38-2-like
107977427	LOC107977427	snake venom metalloprotease inhibitor 02A10-like
107977428	LOC107977428	uncharacterized LOC107977428
107977429	Trnaa-ugc	transfer RNA alanine (anticodon UGC)
107977430	Trnaa-ugc	transfer RNA alanine (anticodon UGC)
107977431	LOC107977431	uncharacterized LOC107977431
107977432	LOC107977432	immunoglobulin heavy variable 3-74-like
107977433	LOC107977433	uncharacterized LOC107977433
107977438	LOC107977438	uncharacterized LOC107977438
107977440	Trnag-ccc	transfer RNA glycine (anticodon CCC)
107977441	LOC107977441	uncharacterized LOC107977441
107977442	LOC107977442	uncharacterized LOC107977442
107977444	LOC107977444	uncharacterized LOC107977444
107977447	LOC107977447	uncharacterized LOC107977447
107977456	LOC107977456	60S ribosomal protein L36a-like
107977461	LOC107977461	ATP synthase F(0) complex subunit C1, mitochondrial-like
107977462	LOC107977462	metal cation symporter ZIP8-like
107977464	LOC107977464	40S ribosomal protein S2-like
107977465	LOC107977465	uncharacterized LOC107977465
107977467	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977468	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977469	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977470	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977471	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977472	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977473	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977474	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977475	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977476	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977477	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977478	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977482	LOC107977482	uncharacterized protein K02A2.6-like
107977483	LOC107977483	60S ribosomal protein L23-like
107977484	LOC107977484	uncharacterized LOC107977484
107977487	LOC107977487	60S ribosomal protein L36a-like
107977492	LOC107977492	uncharacterized LOC107977492
107977493	LOC107977493	uncharacterized LOC107977493
107977494	Trnaa-ugc	transfer RNA alanine (anticodon UGC)
107977495	Trnaa-cgc	transfer RNA alanine (anticodon CGC)
107977496	Trnaa-ugc	transfer RNA alanine (anticodon UGC)
107977499	LOC107977499	uncharacterized LOC107977499
107977502	LOC107977502	uncharacterized LOC107977502
107977504	LOC107977504	prothymosin alpha-like
107977505	LOC107977505	uncharacterized LOC107977505
107977506	LOC107977506	uncharacterized LOC107977506
107977508	LOC107977508	uncharacterized LOC107977508
107977509	LOC107977509	zinc finger protein 431-like
107977510	LOC107977510	uncharacterized LOC107977510
107977511	LOC107977511	zinc finger protein 431-like
107977513	LOC107977513	uncharacterized LOC107977513
107977516	LOC107977516	transcription initiation factor TFIID subunit 2-like
107977517	LOC107977517	immunoglobulin heavy variable 3-21-like
107977518	LOC107977518	immunoglobulin heavy variable 3-21-like
107977522	LOC107977522	xylosyltransferase 1
107977525	LOC107977525	uncharacterized LOC107977525
107977526	LOC107977526	tumor necrosis factor receptor superfamily member 8
107977527	LOC107977527	zinc finger protein 331-like
107977529	LOC107977529	uncharacterized LOC107977529
107977530	LOC107977530	GRB2-associated-binding protein 2-like
107977533	LOC107977533	collagen alpha-1(XXIV) chain-like
107977534	LOC107977534	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3-like
107977542	Trnaa-ugc	transfer RNA alanine (anticodon UGC)
107977543	Trnaa-ugc	transfer RNA alanine (anticodon UGC)
107977549	LOC107977549	uncharacterized LOC107977549
107977550	LOC107977550	uncharacterized LOC107977550
107977551	LOC107977551	uncharacterized LOC107977551
107977552	LOC107977552	uncharacterized LOC107977552
107977556	LOC107977556	ADAMTS-like protein 2
107977559	LOC107977559	ankyrin and armadillo repeat-containing protein
107977560	LOC107977560	uncharacterized LOC107977560
107977561	LOC107977561	mediator of RNA polymerase II transcription subunit 20-like
107977562	LOC107977562	immunoglobulin heavy variable 7-4-1-like
107977563	LOC107977563	uncharacterized LOC107977563
107977566	LOC107977566	uncharacterized LOC107977566
107977567	LOC107977567	integrin alpha-L
107977568	Trnav-cac	transfer RNA valine (anticodon CAC)
107977569	LOC107977569	uncharacterized LOC107977569
107977572	LOC107977572	uncharacterized LOC107977572
107977573	LOC107977573	neuromedin-K receptor
107977574	LOC107977574	40S ribosomal protein S2-like
107977575	LOC107977575	zinc finger protein 239-like
107977576	LOC107977576	uncharacterized LOC107977576
107977577	LOC107977577	adenylate kinase 8
107977579	LOC107977579	uncharacterized LOC107977579
107977581	LOC107977581	uncharacterized LOC107977581
107977584	LOC107977584	uncharacterized LOC107977584
107977585	LOC107977585	thyroglobulin
107977586	LOC107977586	roundabout homolog 4
107977587	LOC107977587	uncharacterized LOC107977587
107977589	LOC107977589	phosphatidylinositide phosphatase SAC2-like
107977594	LOC107977594	zinc finger protein 345
107977595	LOC107977595	60S ribosomal protein L39-like
107977597	LOC107977597	alpha-defensin 3-like
107977599	LOC107977599	uncharacterized LOC107977599
107977602	LOC107977602	uncharacterized LOC107977602
107977603	LOC107977603	carcinoembryonic antigen-related cell adhesion molecule 3-like
107977605	LOC107977605	uncharacterized LOC107977605
107977606	LOC107977606	uncharacterized LOC107977606
107977609	LOC107977609	zinc finger protein 431-like
107977611	LOC107977611	60S ribosomal protein L24-like
107977612	LOC107977612	sortilin-related receptor
107977613	LOC107977613	vomeronasal type-1 receptor 4-like
107977614	LOC107977614	zinc finger protein 82-like
107977615	LOC107977615	uncharacterized LOC107977615
107977616	LOC107977616	ephrin-B2-like
107977617	LOC107977617	zinc finger protein 431-like
107977620	LOC107977620	uncharacterized LOC107977620
107977622	LOC107977622	zinc finger protein 120-like
107977623	LOC107977623	60 kDa heat shock protein, mitochondrial-like
107977624	LOC107977624	thyroglobulin-like
107977625	LOC107977625	zinc finger protein 431-like
107977626	Trnal-uaa	transfer RNA leucine (anticodon UAA)
107977627	LOC107977627	uncharacterized LOC107977627
107977629	LOC107977629	zinc finger protein 431-like
107977630	LOC107977630	endogenous retrovirus group K member 19 Env polyprotein
107977631	LOC107977631	roundabout homolog 4-like
107977637	LOC107977637	uncharacterized LOC107977637
107977638	LOC107977638	vomeronasal type-1 receptor 4-like
107977639	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977640	LOC107977640	guanylate-binding protein 2-like
107977641	LOC107977641	potassium voltage-gated channel subfamily D member 2-like
107977643	LOC107977643	uncharacterized LOC107977643
107977644	LOC107977644	uncharacterized LOC107977644
107977646	LOC107977646	uncharacterized LOC107977646
107977647	LOC107977647	PAX-interacting protein 1
107977648	LOC107977648	UDP-glucuronosyltransferase 2B17-like
107977653	LOC107977653	60S ribosomal protein L32-like
107977656	LOC107977656	uncharacterized LOC107977656
107977657	LOC107977657	chymotrypsin-like elastase family member 1
107977660	LOC107977660	uncharacterized LOC107977660
107977661	LOC107977661	uncharacterized LOC107977661
107977664	LOC107977664	uncharacterized LOC107977664
107977666	Trnam-cau	transfer RNA methionine (anticodon CAU)
107977671	LOC107977671	sortilin-related receptor-like
107977672	LOC107977672	potassium voltage-gated channel subfamily KQT member 3
107977673	Trnay-gua	transfer RNA tyrosine (anticodon GUA)
107977674	Trnaa-agc	transfer RNA alanine (anticodon AGC)
107977675	LOC107977675	glycogen phosphorylase, brain form
107977677	LOC107977677	60S ribosomal protein L34-like
107977678	LOC107977678	complement factor H-related protein 5-like
107977680	LOC107977680	protein FAM91A1
107977681	LOC107977681	vomeronasal type-1 receptor 2-like
107977682	LOC107977682	interferon-induced very large GTPase 1-like
107977683	LOC107977683	zinc finger protein 82 homolog
107977684	LOC107977684	keratin, type I cytoskeletal 10-like
107977685	LOC107977685	helicase POLQ-like
107977688	LOC107977688	zona pellucida-binding protein 2-like
107977689	LOC107977689	protein ABHD8
107977690	LOC107977690	uncharacterized LOC107977690
107977692	LOC107977692	uncharacterized LOC107977692
107977693	LOC107977693	extracellular matrix protein FRAS1-like
107977695	LOC107977695	leucine-rich repeat-containing protein 37A3-like
107977696	LOC107977696	uncharacterized LOC107977696
107977698	LOC107977698	thymosin beta-10-like
107977699	LOC107977699	olfactory receptor 2AG2-like
107977700	LOC107977700	protocadherin alpha-7-like
107977701	LOC107977701	solute carrier family 12 member 7-like
107977702	LOC107977702	olfactory receptor 1A1
107977705	LOC107977705	olfactory receptor 4C6-like
107977706	LOC107977706	interferon-induced very large GTPase 1-like
107977707	LOC107977707	olfactory receptor 10A5
107977709	LOC107977709	olfactory receptor 51A4-like
107977713	LOC107977713	olfactory receptor 10V1-like
107977714	LOC107977714	olfactory receptor 4F15-like
107977715	LOC107977715	olfactory receptor-like protein OLF3
107977716	LOC107977716	olfactory receptor 2T2
107977717	LOC107977717	olfactory receptor 52L1
107977719	LOC107977719	disintegrin and metalloproteinase domain-containing protein 20-like
107977721	LOC107977721	5-hydroxytryptamine receptor 3A-like
107977722	LOC107977722	40S ribosomal protein S13-like
107977723	LOC107977723	interferon-induced very large GTPase 1-like
107977724	LOC107977724	tripartite motif-containing protein 6-like
107977725	LOC107977725	olfactory receptor 10AG1-like
107977726	LOC107977726	olfactory receptor 9-like
107977728	LOC107977728	vomeronasal type-1 receptor 4-like
107977729	Trnal-uag	transfer RNA leucine (anticodon UAG)
107977730	LOC107977730	olfactory receptor 10G2-like
107977731	LOC107977731	interferon-induced very large GTPase 1-like
107977733	LOC107977733	terminal uridylyltransferase 4-like
107977735	LOC107977735	non-histone chromosomal protein HMG-17-like
107977736	LOC107977736	olfactory receptor 10H2-like
107977737	LOC107977737	RNA-binding protein 47-like
107977738	LOC107977738	collagen alpha-6(VI) chain-like
107977740	LOC107977740	olfactory receptor 5-like
107977741	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107977742	LOC107977742	heterogeneous nuclear ribonucleoprotein M-like
107977743	LOC107977743	acyl-coenzyme A thioesterase 5-like
107977745	LOC107977745	tubulin beta chain-like
107977746	LOC107977746	ADP-ribosylation factor 2-like
107977747	LOC107977747	transmembrane protein 251
107977748	LOC107977748	DDB1- and CUL4-associated factor 12-like protein 1
107977749	LOC107977749	RNA-binding protein 47-like
107977750	LOC107977750	60S ribosomal protein L36a-like
107977752	LOC107977752	ubiquitin
107977762	Trnap-cgg	transfer RNA proline (anticodon CGG)
107977765	LOC107977765	uncharacterized LOC107977765
107977766	Trnag-ccc	transfer RNA glycine (anticodon CCC)
107977770	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977773	LOC107977773	uncharacterized LOC107977773
107977774	LOC107977774	uncharacterized LOC107977774
107977776	Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
107977779	LOC107977779	uncharacterized LOC107977779
107977780	LOC107977780	uncharacterized LOC107977780
107977781	LOC107977781	uncharacterized LOC107977781
107977782	LOC107977782	phosphatidylinositol 3-kinase catalytic subunit type 3-like
107977783	LOC107977783	uncharacterized LOC107977783
107977787	LOC107977787	small nuclear ribonucleoprotein G-like
107977789	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977792	LOC107977792	cytochrome c-like
107977794	Trnav-aac	transfer RNA valine (anticodon AAC)
107977796	LOC107977796	peptidyl-prolyl cis-trans isomerase A-like
107977801	LOC107977801	uncharacterized LOC107977801
107977802	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977803	LOC107977803	uncharacterized LOC107977803
107977804	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977810	LOC107977810	uncharacterized LOC107977810
107977812	LOC107977812	60S ribosomal protein L9-like
107977813	LOC107977813	uncharacterized LOC107977813
107977815	LOC107977815	uncharacterized LOC107977815
107977816	LOC107977816	uncharacterized LOC107977816
107977818	LOC107977818	uncharacterized LOC107977818
107977823	LOC107977823	uncharacterized LOC107977823
107977824	LOC107977824	vomeronasal type-2 receptor 116-like
107977828	LOC107977828	40S ribosomal protein S27-like
107977831	LOC107977831	uncharacterized LOC107977831
107977833	LOC107977833	40S ribosomal protein S12-like
107977835	Trnag-ccc	transfer RNA glycine (anticodon CCC)
107977836	LOC107977836	uncharacterized LOC107977836
107977840	Trnaa-ugc	transfer RNA alanine (anticodon UGC)
107977841	Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
107977844	Trnas-cga	transfer RNA serine (anticodon CGA)
107977847	LOC107977847	uncharacterized LOC107977847
107977849	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977850	LOC107977850	uncharacterized LOC107977850
107977857	LOC107977857	GTP-binding nuclear protein Ran-like
107977858	LOC107977858	60S ribosomal protein L36a-like
107977859	LOC107977859	60S ribosomal protein L36a-like
107977863	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977873	LOC107977873	cytochrome c, somatic-like
107977875	Trnaq-cug	transfer RNA glutamine (anticodon CUG)
107977876	LOC107977876	uncharacterized LOC107977876
107977878	LOC107977878	uncharacterized LOC107977878
107977883	LOC107977883	uncharacterized LOC107977883
107977884	LOC107977884	uncharacterized LOC107977884
107977891	LOC107977891	uncharacterized LOC107977891
107977894	LOC107977894	uncharacterized LOC107977894
107977897	LOC107977897	heterogeneous nuclear ribonucleoproteins A2/B1-like
107977899	LOC107977899	trafficking protein particle complex subunit 6B-like
107977902	LOC107977902	zinc finger protein 431-like
107977909	LOC107977909	small nuclear ribonucleoprotein G-like
107977910	LOC107977910	glyceraldehyde-3-phosphate dehydrogenase-like
107977913	LOC107977913	uncharacterized LOC107977913
107977914	LOC107977914	60S ribosomal protein L23-like
107977917	Trnan-guu	transfer RNA asparagine (anticodon GUU)
107977921	LOC107977921	coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial-like
107977923	LOC107977923	uncharacterized LOC107977923
107977924	Trnai-aau	transfer RNA isoleucine (anticodon AAU)
107977925	Trnaw-cca	transfer RNA tryptophan (anticodon CCA)
107977926	Trnat-agu	transfer RNA threonine (anticodon AGU)
107977927	LOC107977927	40S ribosomal protein S23-like
107977928	Trnas-cga	transfer RNA serine (anticodon CGA)
107977930	Trnal-uag	transfer RNA leucine (anticodon UAG)
107977931	LOC107977931	60S ribosomal protein L7a-like
107977932	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977933	Trnag-ucc	transfer RNA glycine (anticodon UCC)
107977934	Trnai-aau	transfer RNA isoleucine (anticodon AAU)
107977936	Trnat-agu	transfer RNA threonine (anticodon AGU)
107977937	Trnas-gcu	transfer RNA serine (anticodon GCU)
107977938	Trnaw-cca	transfer RNA tryptophan (anticodon CCA)
107977939	Trnas-aga	transfer RNA serine (anticodon AGA)
107977940	Trnag-gcc	transfer RNA glycine (anticodon GCC)
107977941	Trnar-ucu	transfer RNA arginine (anticodon UCU)
107977942	Trnaq-cug	transfer RNA glutamine (anticodon CUG)
107977943	Trnak-uuu	transfer RNA lysine (anticodon UUU)
107977945	Trnat-agu	transfer RNA threonine (anticodon AGU)
107977946	Trnap-cgg	transfer RNA proline (anticodon CGG)
107977947	Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
107977949	LOC107977949	uncharacterized LOC107977949
107977951	Trnas-gcu	transfer RNA serine (anticodon GCU)
107977958	LOC107977958	40S ribosomal protein S17-like
107977962	LOC107977962	uncharacterized LOC107977962
107977963	LOC107977963	uncharacterized LOC107977963
107977967	LOC107977967	uncharacterized LOC107977967
107977968	LOC107977968	uncharacterized LOC107977968
107977970	LOC107977970	uncharacterized LOC107977970
107977973	LOC107977973	uncharacterized LOC107977973
107977975	Trnar-acg	transfer RNA arginine (anticodon ACG)
107977976	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977989	LOC107977989	uncharacterized LOC107977989
107977991	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977999	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978001	LOC107978001	uncharacterized LOC107978001
107978002	LOC107978002	small nuclear ribonucleoprotein E-like
107978003	LOC107978003	uncharacterized LOC107978003
107978006	LOC107978006	uncharacterized LOC107978006
107978009	Trnaa-agc	transfer RNA alanine (anticodon AGC)
107978019	LOC107978019	uncharacterized LOC107978019
107978021	Trnav-uac	transfer RNA valine (anticodon UAC)
107978022	Trnan-guu	transfer RNA asparagine (anticodon GUU)
107978023	LOC107978023	adapter protein CIKS-like
107978029	LOC107978029	heterogeneous nuclear ribonucleoprotein K-like
107978032	Trnav-uac	transfer RNA valine (anticodon UAC)
107978036	LOC107978036	uncharacterized LOC107978036
107978037	LOC107978037	uncharacterized LOC107978037
107978038	LOC107978038	uncharacterized LOC107978038
107978041	Trnal-cag	transfer RNA leucine (anticodon CAG)
107978042	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978043	Trnal-cag	transfer RNA leucine (anticodon CAG)
107978044	LOC107978044	GRB2-associated-binding protein 2-like
107978047	LOC107978047	uncharacterized LOC107978047
107978050	Trnam-cau	transfer RNA methionine (anticodon CAU)
107978051	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978055	LOC107978055	uncharacterized LOC107978055
107978056	LOC107978056	heterogeneous nuclear ribonucleoprotein A1-like
107978058	Trnaa-ugc	transfer RNA alanine (anticodon UGC)
107978059	LOC107978059	vomeronasal type-1 receptor 54-like
107978060	LOC107978060	cytochrome c oxidase subunit 7B, mitochondrial-like
107978065	LOC107978065	uncharacterized LOC107978065
107978068	LOC107978068	60S ribosomal protein L34-like
107978069	LOC107978069	translation initiation factor IF-2-like
107978071	LOC107978071	40S ribosomal protein S15a-like
107978072	LOC107978072	uncharacterized LOC107978072
107978074	LOC107978074	uncharacterized LOC107978074
107978088	Trnaa-agc	transfer RNA alanine (anticodon AGC)
107978092	LOC107978092	uncharacterized LOC107978092
107978097	LOC107978097	uncharacterized LOC107978097
107978099	LOC107978099	uncharacterized LOC107978099
107978100	LOC107978100	uncharacterized LOC107978100
107978101	LOC107978101	uncharacterized LOC107978101
107978102	LOC107978102	uncharacterized LOC107978102
107978104	LOC107978104	uncharacterized LOC107978104
107978106	LOC107978106	uncharacterized LOC107978106
107978108	LOC107978108	uncharacterized LOC107978108
107978109	LOC107978109	uncharacterized LOC107978109
107978111	LOC107978111	40S ribosomal protein S13-like
107978115	Trnah-gug	transfer RNA histidin (anticodon GUG)
107978116	LOC107978116	uncharacterized LOC107978116
107978117	Trnah-gug	transfer RNA histidin (anticodon GUG)
107978118	Trnah-gug	transfer RNA histidin (anticodon GUG)
107978123	LOC107978123	uncharacterized LOC107978123
107978125	LOC107978125	uncharacterized LOC107978125
107978128	LOC107978128	uncharacterized LOC107978128
107978133	LOC107978133	uncharacterized LOC107978133
107978135	LOC107978135	uncharacterized LOC107978135
107978138	LOC107978138	uncharacterized LOC107978138
107978140	LOC107978140	uncharacterized LOC107978140
107978146	LOC107978146	60S ribosomal protein L31-like
107978147	LOC107978147	uncharacterized LOC107978147
107978151	LOC107978151	uncharacterized LOC107978151
107978152	LOC107978152	small nuclear ribonucleoprotein G-like
107978153	LOC107978153	uncharacterized LOC107978153
107978159	LOC107978159	non-histone chromosomal protein HMG-17-like
107978162	LOC107978162	uncharacterized LOC107978162
107978163	LOC107978163	uncharacterized LOC107978163
107978164	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978165	Trnap-cgg	transfer RNA proline (anticodon CGG)
107978166	Trnap-agg	transfer RNA proline (anticodon AGG)
107978170	LOC107978170	uncharacterized LOC107978170
107978171	Trnal-uag	transfer RNA leucine (anticodon UAG)
107978172	Trnal-aag	transfer RNA leucine (anticodon AAG)
107978173	Trnat-ugu	transfer RNA threonine (anticodon UGU)
107978174	Trnap-ugg	transfer RNA proline (anticodon UGG)
107978175	Trnay-gua	transfer RNA tyrosine (anticodon GUA)
107978176	Trnat-ugu	transfer RNA threonine (anticodon UGU)
107978178	LOC107978178	uncharacterized LOC107978178
107978179	LOC107978179	uncharacterized LOC107978179
107978183	LOC107978183	uncharacterized LOC107978183
107978184	LOC107978184	uncharacterized LOC107978184
107978187	LOC107978187	olfactory receptor 10J4-like
107978189	LOC107978189	uncharacterized LOC107978189
107978197	LOC107978197	uncharacterized LOC107978197
107978202	LOC107978202	deoxyuridine 5'-triphosphate nucleotidohydrolase-like
107978203	LOC107978203	40S ribosomal protein S23-like
107978204	Trnam-cau	transfer RNA methionine (anticodon CAU)
107978206	LOC107978206	olfactory receptor 10K2-like
107978207	LOC107978207	uncharacterized LOC107978207
107978208	LOC107978208	uncharacterized LOC107978208
107978210	Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
107978216	LOC107978216	uncharacterized LOC107978216
107978217	LOC107978217	uncharacterized LOC107978217
107978219	LOC107978219	small EDRK-rich factor 2-like
107978222	LOC107978222	uncharacterized LOC107978222
107978223	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978225	LOC107978225	uncharacterized LOC107978225
107978229	LOC107978229	uncharacterized LOC107978229
107978231	LOC107978231	uncharacterized LOC107978231
107978235	Trnap-agg	transfer RNA proline (anticodon AGG)
107978238	LOC107978238	uncharacterized LOC107978238
107978243	LOC107978243	GRB2-associated-binding protein 2-like
107978244	LOC107978244	uncharacterized LOC107978244
107978250	LOC107978250	interferon alpha-inducible protein 27-like protein 2A
107978255	LOC107978255	uncharacterized LOC107978255
107978256	LOC107978256	uncharacterized LOC107978256
107978260	LOC107978260	uncharacterized LOC107978260
107978266	LOC107978266	uncharacterized LOC107978266
107978270	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978271	LOC107978271	uncharacterized LOC107978271
107978272	LOC107978272	60S ribosomal protein L23a-like
107978275	LOC107978275	uncharacterized LOC107978275
107978276	LOC107978276	uncharacterized LOC107978276
107978278	LOC107978278	uncharacterized LOC107978278
107978279	LOC107978279	uncharacterized LOC107978279
107978283	LOC107978283	40S ribosomal protein S6-like
107978284	LOC107978284	40S ribosomal protein SA-like
107978289	LOC107978289	uncharacterized LOC107978289
107978292	LOC107978292	60S ribosomal protein L27-like
107978296	LOC107978296	uncharacterized LOC107978296
107978304	LOC107978304	small nuclear ribonucleoprotein G-like
107978309	LOC107978309	uncharacterized LOC107978309
107978312	LOC107978312	uncharacterized LOC107978312
107978316	Trnar-acg	transfer RNA arginine (anticodon ACG)
107978319	LOC107978319	uncharacterized LOC107978319
107978320	LOC107978320	uncharacterized LOC107978320
107978321	LOC107978321	uncharacterized LOC107978321
107978323	LOC107978323	transmembrane protein 128-like
107978324	LOC107978324	uncharacterized LOC107978324
107978326	LOC107978326	uncharacterized LOC107978326
107978327	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978328	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978330	Trnae-uuc	transfer RNA glutamic acid (anticodon UUC)
107978336	LOC107978336	protein mago nashi homolog
107978340	Trnaf-gaa	transfer RNA phenylalanine (anticodon GAA)
107978341	Trnan-guu	transfer RNA asparagine (anticodon GUU)
107978343	LOC107978343	60S ribosomal protein L23-like
107978349	LOC107978349	uncharacterized LOC107978349
107978355	LOC107978355	spermatid-specific linker histone H1-like protein
107978356	LOC107978356	ATP synthase F(0) complex subunit C1, mitochondrial-like
107978357	LOC107978357	uncharacterized LOC107978357
107978361	LOC107978361	60S ribosomal protein L37-like
107978362	LOC107978362	uncharacterized LOC107978362
107978363	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978364	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978365	Trnan-guu	transfer RNA asparagine (anticodon GUU)
107978366	Trnac-gca	transfer RNA cysteine (anticodon GCA)
107978372	LOC107978372	zinc finger protein 431-like
107978373	LOC107978373	60S ribosomal protein L29-like
107978376	Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
107978379	LOC107978379	transmembrane protein 251-like
107978381	LOC107978381	neural Wiskott-Aldrich syndrome protein-like
107978382	LOC107978382	uncharacterized LOC107978382
107978386	Trnak-uuu	transfer RNA lysine (anticodon UUU)
107978387	LOC107978387	endogenous retrovirus group K member 113 Gag polyprotein
107978394	LOC107978394	uncharacterized LOC107978394
107978399	Trnaa-agc	transfer RNA alanine (anticodon AGC)
107978402	LOC107978402	uncharacterized LOC107978402
107978404	LOC107978404	uncharacterized LOC107978404
107978406	LOC107978406	tubulin alpha chain-like
107978407	LOC107978407	uncharacterized LOC107978407
107978409	Trnaw-cca	transfer RNA tryptophan (anticodon CCA)
107978410	Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
107978411	LOC107978411	tubulin alpha chain
107978412	LOC107978412	uncharacterized LOC107978412
107978413	Trnaa-agc	transfer RNA alanine (anticodon AGC)
107978414	LOC107978414	cullin-2-like
107978418	Trnal-aag	transfer RNA leucine (anticodon AAG)
107978419	Trnat-ugu	transfer RNA threonine (anticodon UGU)
107978420	Trnav-aac	transfer RNA valine (anticodon AAC)
107978421	Trnav-cac	transfer RNA valine (anticodon CAC)
107978422	Trnaa-ugc	transfer RNA alanine (anticodon UGC)
107978423	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107978424	Trnav-aac	transfer RNA valine (anticodon AAC)
107978425	Trnap-ugg	transfer RNA proline (anticodon UGG)
107978428	LOC107978428	uncharacterized LOC107978428
107978437	LOC107978437	vomeronasal type-1 receptor 92-like
107978439	LOC107978439	uncharacterized LOC107978439
107978441	Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
107978442	Trnal-cag	transfer RNA leucine (anticodon CAG)
107978448	LOC107978448	taste receptor type 2 member 13-like
107978449	LOC107978449	uncharacterized LOC107978449
107978450	LOC107978450	snRNA-activating protein complex subunit 5-like
107978452	LOC107978452	uncharacterized LOC107978452
107978455	LOC107978455	uncharacterized LOC107978455
107978457	LOC107978457	igE-binding protein-like
107978458	LOC107978458	uncharacterized LOC107978458
107978461	LOC107978461	uncharacterized LOC107978461
107978463	LOC107978463	uncharacterized LOC107978463
107978466	LOC107978466	uncharacterized LOC107978466
107978467	LOC107978467	uncharacterized LOC107978467
107978468	Trnaa-agc	transfer RNA alanine (anticodon AGC)
107978469	Trnak-uuu	transfer RNA lysine (anticodon UUU)
107978476	LOC107978476	uncharacterized LOC107978476
107978479	LOC107978479	uncharacterized LOC107978479
107978484	LOC107978484	uncharacterized LOC107978484
107978485	LOC107978485	uncharacterized LOC107978485
107978492	LOC107978492	uncharacterized LOC107978492
107978499	Trnai-aau	transfer RNA isoleucine (anticodon AAU)
107978501	LOC107978501	uncharacterized LOC107978501
107978504	LOC107978504	vomeronasal type-1 receptor 4-like
107978509	LOC107978509	uncharacterized LOC107978509
107978511	LOC107978511	uncharacterized LOC107978511
107978512	Trnai-uau	transfer RNA isoleucine (anticodon UAU)
107978520	LOC107978520	beclin-1-like
107978523	Trnag-gcc	transfer RNA glycine (anticodon GCC)
107978524	Trnaa-cgc	transfer RNA alanine (anticodon CGC)
