Reaction,Min,Max
ARTFR56,0.0,666.6666666666666
ARTFR57,0.0,666.6666666666666
ARTFR61,0.0,1000.0
ARTPLM1,-1000.0,1000.0
ARTPLM1m,-1000.0,1000.0
ARTPLM2,-1000.0,1000.0
ARTPLM2m,-1000.0,1000.0
ARTPLM3,-1000.0,1000.0
ARTPLM3m,0.0,1000.0
ASPCTr,-1000.0,1000.0
ATAH,0.0,0.0
BUP2,0.0,1000.0
BiGGRxn71,-1000.0,1000.0
BiGGRxn72,-625.0,1000.0
C2M26DCOAHLm,0.0,0.0
C2M26DCOAHLx,0.0,0.0
C8CRNt,0.0,1000.0
CBPS,0.0,1000.0
COQ3m,0.0,166.66666666666666
COQ5m,0.0,166.66666666666669
COQ6m,0.0,166.66666666666669
COQ7m,0.0,166.66666666666669
COUCOAFm,0.0,166.66666666666669
CSNATr,-1000.0,1000.0
CSND,0.0,1000.0
CTPS2,0.0,1000.0
CYTD,0.0,1000.0
D3AIBTm,-1000.0,1000.0
DCK1i,0.0,1000.0
DCMPDA,0.0,1000.0
DCYTD,0.0,1000.0
DHDPBMTm,0.0,166.66666666666666
DHORD9,0.0,1000.0
DHORTS,-1000.0,0.0
DHPM1,0.0,1000.0
DHPM2,0.0,1000.0
DNADDP,0.0,1000.0
DPCOAK,0.0,1000.0
DPCOAPP,0.0,1000.0
DPCOAPPe,0.0,1000.0
DPHMBDCm,0.0,166.66666666666669
DTMPKm,0.0,1000.0
DURAD,-1000.0,1000.0
DURAD2,-1000.0,1000.0
DURAD2xm,0.0,1000.0
DUTPDP,0.0,1000.0
FNOR,-1000.0,0.0
GARFT,0.0,1000.0
GAUGE-R00524,-1000.0,1000.0
GAUGE-R04666,-1000.0,1000.0
GAUGE-R07267,-1000.0,1000.0
GLUPRT,0.0,1000.0
GLYOX,0.0,1000.0
GLYOXm,0.0,0.0
GUAD,0.0,1000.0
GapFill-R02106,-1000.0,0.0
GapFill-R03626,0.0,0.0
GapFill-R03945,0.0,0.0
HBZOPT10m,0.0,166.66666666666669
HMR_2438,0.0,0.0
HMR_2441,0.0,0.0
HMR_2456,0.0,0.0
HMR_2457,0.0,0.0
HMR_2458,0.0,0.0
HMR_3855,0.0,1000.0
HMR_3859,0.0,1000.0
HMR_4261,0.0,1000.0
HMR_4270,0.0,1000.0
HMR_4278,0.0,1000.0
HMR_4343,0.0,1000.0
HMR_6397,0.0,0.0
HMR_6399,0.0,0.0
HMR_6400,0.0,0.0
HMR_6401,0.0,0.0
HMR_6402,0.0,0.0
HMR_6403,0.0,0.0
HMR_6404,0.0,0.0
HMR_6601,0.0,0.0
HMR_6907,0.0,166.66666666666666
HMR_6908,0.0,166.66666666666669
HMR_6909,0.0,166.66666666666669
HMR_6910,0.0,166.66666666666669
HMR_7166,0.0,0.0
HMR_7168,0.0,0.0
HMR_7170,0.0,0.0
HMR_7623,0.0,1000.0
HMR_7625,0.0,0.0
HMR_7677,0.0,0.0
HMR_7678,0.0,0.0
HMR_7744,0.0,0.0
HMR_8501,0.0,1000.0
HURH,0.0,0.0
IMPC,0.0,1000.0
INSK,0.0,1000.0
LALDD,-1000.0,1000.0
LALDO,-1000.0,1000.0
LALDO2x,0.0,1000.0
LAPCOAe,0.0,1000.0
LAPCOAl,0.0,0.0
LCADi,0.0,1000.0
LCADi_D,0.0,1000.0
LCADi_Dm,0.0,0.0
LCADim,0.0,0.0
LDH_D,-1000.0,1000.0
LDH_Lm,-1000.0,1000.0
LGTHL,0.0,1000.0
L_LACDcm,0.0,1000.0
MALCRNt,0.0,999.9999999999993
ME1m,0.0,1000.0
ME2,0.0,1000.0
ME2m,0.0,1000.0
MGSA,0.0,1000.0
MGSA2,0.0,1000.0
NACPRT,-1000.0,1000.0
NADDP,0.0,1000.0
NADK,0.0,1000.0
NADN,0.0,1000.0
NADNe,0.0,1000.0
NADPN,0.0,1000.0
NADPNe,0.0,1000.0
NADS2,0.0,1000.0
NMNATm,0.0,1000.0
NMNATn,0.0,1000.0
NMNATr,-1000.0,1000.0
NMNS,0.0,1000.0
NMNSn,0.0,0.0
NNATm,0.0,1000.0
NNATn,0.0,1000.0
NNATr,0.0,1000.0
NNDPR,0.0,1000.0
NNMT,0.0,1000.0
NP1,0.0,0.0
NT5C,0.0,0.0
NTD1,0.0,1000.0
NTD11,0.0,1000.0
NTD2,0.0,1000.0
NTD2l,0.0,1000.0
NTD3,0.0,1000.0
NTD3l,0.0,0.0
NTD4,0.0,1000.0
NTD4l,0.0,0.0
NTD5,0.0,1000.0
NTD5l,0.0,1000.0
NTD6l,0.0,0.0
NTD7l,0.0,1000.0
NTD8l,0.0,1000.0
NTD9l,0.0,1000.0
OAADC,-1000.0,0.0
OHCUS,0.0,0.0
OMPDC,0.0,1000.0
ORPT,-1000.0,0.0
P4502C92,0.0,1000.0
P4502C93,0.0,1000.0
P4502C94,0.0,1000.0
PAN4PP,0.0,1000.0
PCm,0.0,1000.0
PNP,-1000.0,1000.0
PNTEH,0.0,999.9999999999999
PNTK,0.0,1000.0
PNTKm,0.0,0.0
PPCDC,0.0,1000.0
PPDOx,0.0,1000.0
PPDOy,0.0,1000.0
PPNCL3,0.0,1000.0
PRAIS,0.0,1000.0
PRASCS,0.0,1000.0
PRFGS,0.0,1000.0
PTPAT,0.0,1000.0
PUNP2,-1000.0,1000.0
PUNP3,-1000.0,1000.0
PUNP4,-1000.0,1000.0
PUNP5,-1000.0,1000.0
PUNP6,-1000.0,1000.0
PYLALDOX,0.0,0.0
PYLALDOXm,0.0,0.0
PYNP2r,-1000.0,1000.0
RE0452M,-1000.0,1000.0
RE0452N,0.0,1000.0
RE0453C,-1000.0,1000.0
RE0453M,-1000.0,1000.0
RE0453N,-1000.0,1000.0
RE0456N,0.0,0.0
RE1530C,-1000.0,1000.0
RE1530M,0.0,1000.0
RE2346C,0.0,0.0
RE2459C,0.0,0.0
RE2813C,0.0,0.0
RE2888C,-1000.0,1000.0
RE2888E,-1000.0,1000.0
RE2888N,-1000.0,1000.0
RE2954C,0.0,1000.0
RE3258C,0.0,0.0
RE3258R,0.0,0.0
RE3259C,0.0,0.0
RE3259R,0.0,0.0
RE3260C,0.0,0.0
RE3260R,0.0,0.0
RE3261C,0.0,0.0
RE3261R,0.0,0.0
RE3264C,0.0,0.0
RE3264R,0.0,0.0
RE3265C,0.0,0.0
RE3265R,0.0,0.0
RE3409C,0.0,0.0
RE3411C,0.0,0.0
RE3413C,0.0,0.0
RE3417C,0.0,0.0
RE3420C,0.0,0.0
RNMK,0.0,1000.0
RTOT1,0.0,1000.0
RTOT2,0.0,1000.0
RTOT3,0.0,1000.0
RTOT4,0.0,1000.0
RTOT5,0.0,1000.0
RTOT6,0.0,1000.0
RTOT_2,0.0,1000.0
RTOT_3,0.0,1000.0
T2M26DCOAHLm,0.0,0.0
T2M26DCOAHLx,0.0,0.0
T4HCINNMFM,0.0,166.66666666666669
THD1m,0.0,1000.0
TMDPP,-1000.0,1000.0
UPPN,0.0,1000.0
URAOX,0.0,1000.0
URFGTT,0.0,0.0
URIK1,0.0,1000.0
URIK2,0.0,1000.0
XAND,0.0,1000.0
XANDp,0.0,1000.0
XAO,0.0,1000.0
XAO2,0.0,1000.0
XAO2x,0.0,1000.0
XAOx,0.0,1000.0
r0009,0.0,500.0
r0033,0.0,1000.0
r0051,-1000.0,1000.0
r0062,0.0,1000.0
r0119,0.0,1000.0
r0139,-1000.0,1000.0
r0149,-1000.0,1000.0
r0236,-1000.0,1000.0
r0276,-1000.0,1000.0
r0330,0.0,1000.0
r0331,0.0,1000.0
r0366,0.0,1000.0
r0391,-1000.0,1000.0
r0410,-1000.0,1000.0
r0483,-1000.0,1000.0
r0494,-1000.0,1000.0
r0527,0.0,1000.0
r0579,0.0,1000.0
r0590,0.0,1000.0
r0614,0.0,1000.0
PPNCL2,0.0,1000.0
r0853,0.0,1000.0
3DHCAS,0.0,0.0
3DHCDCAS,0.0,0.0
3DHDCAS,0.0,0.0
3DHLCAS,0.0,0.0
7KLITCHOLc,0.0,1000.0
ACOX22x,0.0,1000.0
ACOX2x,0.0,1000.0
AKR1C41,0.0,1000.0
AKR1C42,0.0,1000.0
AKR1D,0.0,1000.0
AKR1D2,0.0,1000.0
AMACR2p,0.0,1000.0
AMACR2r,0.0,0.0
AMACRp,0.0,1000.0
AMACRr,0.0,0.0
BAAT1x,0.0,1000.0
BAAT2x,0.0,1000.0
BAAT3x,0.0,0.0
BAAT4x,0.0,1000.0
BAAT5x,-1000.0,1000.0
C02528LGBAB1_r,0.0,1000.0
C02528LGBAB2_c,0.0,1000.0
CA24GSc,0.0,1000.0
CA24GSr,0.0,0.0
CASULT,0.0,0.0
CDCA24GSc,0.0,1000.0
CDCA24GSr,0.0,0.0
CDCA3GSc,0.0,1000.0
CDCA3GSr,0.0,0.0
CDCA6AH,0.0,1000.0
CH25H,0.0,1000.0
DCA24GSc,0.0,1000.0
DCA24GSr,0.0,0.0
DCA3GSc,0.0,1000.0
DCA3GSr,0.0,0.0
DCASULT,0.0,0.0
GCASULT,0.0,0.0
GCDCASULT,0.0,0.0
GDCASULT,0.0,0.0
GUDCASULT,0.0,0.0
GapFill-R01463,-1000.0,1000.0
GapFill-R04807,-1000.0,1000.0
GapFill-R08726,-1000.0,1000.0
HC02195c,0.0,0.0
HC02195te,0.0,1000.0
HC02196c,0.0,0.0
HC02196te,0.0,1000.0
HC02197c,0.0,1000.0
HC02198c,0.0,1000.0
HCA24GSc,0.0,1000.0
HCA24GSr,0.0,0.0
HCA6GSc,0.0,1000.0
HCA6GSr,0.0,0.0
HDCA24GSc,0.0,1000.0
HDCA24GSr,0.0,0.0
HDCA6GSc,0.0,1000.0
HDCA6GSr,0.0,0.0
HMR_1627,0.0,1000.0
HMR_1635,0.0,1000.0
HMR_1637,0.0,1000.0
HMR_1653,0.0,1000.0
HMR_1681,0.0,1000.0
HMR_1685,0.0,1000.0
HMR_1689,0.0,1000.0
HMR_1691,0.0,1000.0
HMR_1703,0.0,1000.0
HMR_1704,0.0,1000.0
HMR_1706,0.0,1000.0
HMR_1708,0.0,1000.0
HMR_1710,0.0,1000.0
HMR_1730,0.0,1000.0
HMR_1735,0.0,1000.0
HMR_1737,0.0,1000.0
HMR_1738,0.0,0.0
HMR_1739,0.0,0.0
HMR_1740,0.0,0.0
HMR_1741,0.0,0.0
HMR_1742,0.0,0.0
HMR_1743,0.0,0.0
HMR_1746,0.0,0.0
HMR_1747,0.0,0.0
HMR_1748,0.0,0.0
HMR_1749,0.0,0.0
HMR_1750,0.0,0.0
HMR_1751,0.0,0.0
HMR_1754,0.0,0.0
HMR_1756,0.0,0.0
HMR_1760,0.0,0.0
HMR_1761,0.0,0.0
HMR_1766,0.0,1000.0
HMR_1767,0.0,1000.0
HMR_1768,0.0,1000.0
HMR_1769,0.0,1000.0
HMR_1770,0.0,1000.0
HMR_1771,0.0,1000.0
HMR_1781,0.0,1000.0
HMR_1783,0.0,1000.0
HMR_1785,0.0,1000.0
HMR_1786,0.0,1000.0
HMR_1798,0.0,0.0
HMR_1800,0.0,0.0
HMR_1807,-1000.0,0.0
HMR_1838,0.0,1000.0
HMR_1847,0.0,1000.0
HSD17B42x,0.0,1000.0
HSD17B4x,0.0,1000.0
HSD3B7,0.0,1000.0
HSD3B7P,0.0,1000.0
LCA24GSc,0.0,1000.0
LCA24GSr,0.0,0.0
LCA3GSc,0.0,1000.0
LCA3GSr,0.0,0.0
LCASULT,0.0,0.0
P45027A11m,-1000.0,1000.0
P45027A12m,0.0,1000.0
P45027A13m,0.0,1000.0
P45027A14m,0.0,1000.0
P45027A15m,0.0,1000.0
P45027A16m,0.0,1000.0
P45027A1m,0.0,1000.0
P45039A1r,0.0,1000.0
P45046A1r,0.0,1000.0
P4507A1r,0.0,1000.0
P4507B11r,0.0,1000.0
P4507B12r,0.0,1000.0
P4508B11r,0.0,1000.0
P4508B13r,0.0,1000.0
RE1796C,-1000.0,1000.0
RE1796M,0.0,1000.0
RE1803C,0.0,1000.0
RE1804C,0.0,1000.0
RE1804M,-1000.0,1000.0
RE1806C,0.0,0.0
RE1806R,0.0,0.0
RE1807C,-1000.0,1000.0
RE1807M,-1000.0,1000.0
RE1808R,0.0,0.0
RE1809C,0.0,0.0
RE1809R,0.0,0.0
RE1810M,-1000.0,1000.0
RE1811C,0.0,0.0
RE1811R,0.0,0.0
RE1812C,0.0,0.0
RE1812R,0.0,0.0
RE1826C,0.0,1000.0
RE1826M,0.0,1000.0
RE1827C,-1000.0,1000.0
RE1827M,0.0,0.0
RE1828C,0.0,0.0
RE1828M,0.0,0.0
RE1829C,0.0,0.0
RE1829M,0.0,0.0
RE1830C,-1000.0,1000.0
RE1830M,0.0,0.0
RE1834C,0.0,1000.0
RE1834M,0.0,1000.0
RE1834X,0.0,1000.0
RE1835C,0.0,1000.0
RE1835M,0.0,0.0
RE1835X,0.0,0.0
RE1836C,0.0,0.0
RE1836M,0.0,0.0
RE1836X,0.0,1000.0
RE1845C,-1000.0,1000.0
RE1846C,-1000.0,1000.0
RE1846X,0.0,0.0
RE2112C,0.0,1000.0
RE2112R,0.0,1000.0
RE2625C,-1000.0,1000.0
RE2625M,-1000.0,1000.0
RE2626C,-1000.0,1000.0
RE2626M,-1000.0,1000.0
RE2632C,0.0,0.0
RE2632M,0.0,0.0
RE2633C,0.0,0.0
RE2633R,0.0,0.0
RE2635C,-1000.0,1000.0
RE2635R,0.0,0.0
RE2636C,0.0,1000.0
RE2636R,0.0,1000.0
RE2637C,0.0,1000.0
RE2637X,0.0,0.0
RE2638C,0.0,1000.0
RE2638X,0.0,0.0
RE2649C,-1000.0,1000.0
RE2649M,0.0,1000.0
RE2649X,-1000.0,1000.0
RE2814M,-1000.0,1000.0
RE2814R,-1000.0,1000.0
RE3251C,0.0,1000.0
RE3251M,0.0,1000.0
RE3252C,0.0,1000.0
RE3346C,-1000.0,1000.0
RE3346M,0.0,1000.0
RE3346R,0.0,0.0
SCP2x,0.0,1000.0
SCPx,0.0,1000.0
TCASULT,0.0,0.0
TCDCA6AH,0.0,0.0
TCDCASULT,0.0,0.0
TDCASULT,0.0,0.0
TUDCASULT,0.0,0.0
UDCASULT,0.0,0.0
VLCS2p,0.0,1000.0
VLCS2r,0.0,1000.0
VLCSp,0.0,1000.0
VLCSr,0.0,1000.0
r0672,-1000.0,1000.0
r0688,-1000.0,1000.0
r0698,0.0,1000.0
r0706,0.0,1000.0
r0739,-1000.0,1000.0
r0741,0.0,1000.0
r1025,0.0,1000.0
3DSPHR,0.0,1000.0
A4GALTc,0.0,1000.0
A4GALTg,0.0,1000.0
ACER11r,0.0,1000.0
ACER22g,0.0,1000.0
ACER23g,0.0,0.0
ACER31r,0.0,0.0
ACGPID,0.0,0.0
AGPAT1,0.0,1000.0
ARSA,0.0,1000.0
ASAH1,0.0,1000.0
B3GALT3g,0.0,1000.0
B3GALT41g,0.0,500.0
B3GALT42g,0.0,500.0
B3GALT43g,0.0,500.0
B3GALT44g,0.0,500.0
B3GALT5g,0.0,500.0
B3GNT34g,0.0,250.0
B3GNT35g,0.0,250.0
B3GNT37g,0.0,500.0
B3GNT39g,0.0,1000.0
BGAL1e,0.0,500.0
BGAL3l,0.0,0.0
BGAL4l,0.0,0.0
CERK,0.0,1000.0
DES21,0.0,0.0
DGAT,0.0,1000.0
DHAPA,0.0,1000.0
DHAPAx,0.0,1000.0
DHCRD1,0.0,1000.0
DHCRD2,0.0,1000.0
DSAT,0.0,1000.0
FUT11g,0.0,500.0
GAL3ST11,0.0,1000.0
GAL3ST12,0.0,1000.0
GALC,0.0,1000.0
GALGT1,0.0,500.0
GALGT2,0.0,500.0
GALGT3,0.0,500.0
GALGT4,0.0,500.0
GAO1,0.0,1000.0
GAO1g,0.0,1000.0
GAO2,0.0,1000.0
GAO2g,0.0,1000.0
GBA,0.0,1000.0
GBA2e,0.0,1000.0
GBAl,0.0,1000.0
GBGT1,0.0,500.0
GLAl,0.0,1000.0
GLB1,0.0,1000.0
GPAM,0.0,1000.0
GPAMm,0.0,1000.0
GPIAT,0.0,0.0
GPIDA2er,0.0,0.0
GPIDAer,0.0,0.0
GapFill-R03354,0.0,0.0
GapFill-R03488,0.0,0.0
GapFill-R04583,-1000.0,500.0
H2ETer,0.0,0.0
H3ETer,0.0,0.0
H4ET3er,0.0,0.0
H4ETer,0.0,0.0
H6ET3er,0.0,0.0
H6_ET2er,0.0,0.0
H6_ETer,0.0,0.0
H7ET2er,0.0,0.0
H7_ETer,0.0,0.0
H7_TAer,0.0,0.0
H8TAer,0.0,0.0
HEXA2l,0.0,0.0
HEXA3e,0.0,500.0
HMR_0715,0.0,0.0
HMR_0716,0.0,0.0
HMR_0733,0.0,0.0
HMR_0750,0.0,1000.0
HMR_0753,-1000.0,0.0
HMR_0758,0.0,1000.0
HMR_0765,0.0,0.0
HMR_0775,0.0,1000.0
HMR_0783,0.0,1000.0
HMR_8211,0.0,0.0
LPS,0.0,1000.0
LPS2,0.0,1000.0
LPS3,0.0,1000.0
LPS4e,0.0,1000.0
LPSe,0.0,1000.0
M4ATAer,0.0,0.0
M4BET2er,0.0,0.0
M4BTAer,0.0,0.0
M4CET3er,0.0,0.0
MOGAT,0.0,1000.0
NAGAlby,0.0,1000.0
NAGAly,0.0,500.0
NEU11l,0.0,1000.0
NEU21,0.0,1000.0
NEU22,0.0,1000.0
NEU23,0.0,1000.0
NEU24,0.0,1000.0
NEU25,0.0,1000.0
NEU31e,0.0,500.0
NEU32e,0.0,1000.0
NEU33e,0.0,333.33333333333337
NEU34e,0.0,333.33333333333337
NEU35e,0.0,1000.0
NEU36e,0.0,333.3333333333333
NEU37e,0.0,500.0
NEU38n,0.0,0.0
NEU39e,0.0,1000.0
PHCRMter,0.0,0.0
PHCRMtg,0.0,0.0
PHSPHINGStg,0.0,0.0
PI35P3P,0.0,1000.0
PI3PP,0.0,1000.0
PI4P4Pn,0.0,1000.0
PIACGT,0.0,0.0
PPAP,0.0,1000.0
RE1441R,0.0,1000.0
RE1447M,0.0,1000.0
RE1447N,-1000.0,1000.0
RE1448N,0.0,1000.0
RE1448R,0.0,1000.0
RE1957G,0.0,0.0
RE1957R,0.0,1000.0
RE2675C,0.0,1000.0
RE2972G,-500.0,0.0
RE2972M,0.0,1000.0
RE2972R,0.0,500.0
RE2973N,-1000.0,1000.0
RE2974G,0.0,0.0
RE2974N,-1000.0,1000.0
RE2974R,0.0,0.0
RE3268R,0.0,1000.0
RE3273C,0.0,1000.0
RE3273G,-1000.0,1000.0
RE3273R,-500.0,0.0
SBPP1er,0.0,1000.0
SBPP3er,0.0,1000.0
SERPT,0.0,1000.0
SGPL11r,0.0,0.0
SGPL12r,0.0,0.0
SIAT4Bg,0.0,500.0
SIAT9g,0.0,500.0
SLCBK1,0.0,1000.0
SMPD3g,0.0,1000.0
SMPD3l,0.0,1000.0
SMPD4,0.0,1000.0
SMPDE,0.0,1000.0
SMPDEe,0.0,1000.0
SMS,0.0,1000.0
SMS1S2,0.0,0.0
SMS21e,0.0,1000.0
SPHGNtg,-1000.0,0.0
SPHK11,0.0,0.0
SPHK21c,0.0,1000.0
SPHK21n,0.0,0.0
SPHK22n,0.0,0.0
SPHMDAc,0.0,1000.0
SPMD3n,0.0,0.0
ST3GAL21g,0.0,500.0
ST3GAL22g,0.0,500.0
ST3GAL23g,0.0,500.0
ST6GALNAC21,0.0,500.0
ST6GALNAC22,0.0,500.0
ST6GALNAC23,0.0,500.0
ST6GALNAC24,0.0,500.0
ST6GALNAC25,0.0,428.57142857142856
ST6GALNAC26,0.0,428.57142857142856
ST6GALNAC27,0.0,500.0
ST6GALNAC28,0.0,500.0
ST6GALNAC31,0.0,333.33333333333337
ST6GALNAC62,0.0,500.0
ST8SIA11,0.0,500.0
ST8SIA12,0.0,1000.0
ST8SIA13e,0.0,1000.0
ST8SIA51g,0.0,1000.0
ST8SIA52g,0.0,500.0
ST8SIA53g,0.0,500.0
ST8SIA54g,0.0,500.0
ST8SIA55g,0.0,500.0
UGCG,0.0,1000.0
UGCGc,0.0,1000.0
r0787,0.0,1000.0
1PPDCRp,0.0,1000.0
2AMADPTm,-1000.0,1000.0
2H3MVc,0.0,0.0
2HIVc,0.0,0.0
2OXOADOXm,0.0,1000.0
34DHPEAR,0.0,1000.0
3AIBTm,0.0,1000.0
3HBCOAHLm,0.0,1000.0
3HPRODHx,0.0,0.0
AAPSAS,-1000.0,1000.0
AASAD3,-1000.0,1000.0
AASAD3m,0.0,1000.0
AATAi,-1000.0,1000.0
ACACT10m,-1000.0,1000.0
ACOAD10m,0.0,1000.0
ACOAD8m,0.0,1000.0
ACOAD9m,0.0,1000.0
ADSELK,0.0,0.0
AGXT2L2,0.0,0.0
ALAR,-1000.0,1000.0
ASPDH,0.0,1000.0
BBHOX,0.0,0.0
BiGGRxn67,-1000.0,1000.0
CITMCOAHm,0.0,1000.0
CITMCOALm,0.0,1000.0
DALAOXx,0.0,1000.0
DALAxt,0.0,1000.0
DHRT_ibcoa,0.0,1000.0
DITHYRSULFO,0.0,0.0
DMARG,0.0,0.0
DNAMTSEn,0.0,0.0
DOPACCL,0.0,1000.0
DOPAOQCYS,0.0,0.0
ECOAH12m,0.0,1000.0
ECOAH1x,-1000.0,0.0
ECOAH9m,-1000.0,1000.0
FBA5,0.0,1000.0
G5SADrm,0.0,1000.0
GALK,0.0,1000.0
GALOR,-1000.0,1000.0
GALT,-1000.0,1000.0
GALU,-1000.0,1000.0
GCC2cm,0.0,1000.0
GHMT3,0.0,0.0
GHMT3m,0.0,0.0
GLUTCOAm,0.0,1000.0
GapFill-R01100,-1000.0,1000.0
GapFill-R03511,0.0,0.0
GapFill-R03595,-1000.0,0.0
GapFill-R03599,-1000.0,0.0
GapFill-R04941,0.0,1000.0
GapFill-R05830,0.0,0.0
HACD9m,-1000.0,1000.0
HIBDm,0.0,1000.0
HMR_4241,0.0,0.0
HMR_6975,0.0,0.0
HMR_6976,0.0,0.0
HMR_6977,0.0,0.0
HMR_6978,0.0,0.0
HMR_6983,0.0,0.0
HMR_6984,0.0,0.0
HMR_6985,0.0,0.0
HMR_7131,0.0,0.0
HMR_7137,0.0,0.0
HMR_7141,0.0,0.0
HMR_8761,0.0,1000.0
HMR_8762,0.0,1000.0
HOLYSK,0.0,1000.0
ILEOX,0.0,1000.0
ILETA,-1000.0,1000.0
ILETAm,-1000.0,1000.0
ITCOAL1m,-1000.0,1000.0
ITCOALm,-1000.0,1000.0
KHK3,0.0,1000.0
LACZe,0.0,1000.0
LACZly,0.0,1000.0
LEUTA,-1000.0,1000.0
LEUTAm,-1000.0,1000.0
LPCOXp,0.0,1000.0
LYSMTF1n,0.0,0.0
LYSMTF2n,0.0,0.0
LYSMTF3n,0.0,0.0
LYSOXp,0.0,1000.0
MALCH,0.0,0.0
MCCCrm,0.0,1000.0
MECOALm,-1000.0,1000.0
MECOAS1m,-1000.0,1000.0
MESCOALm,0.0,1000.0
MGACONm,0.0,1000.0
MGCHrm,0.0,1000.0
MMCD,0.0,0.0
MMCDm,0.0,1000.0
MMCDp,0.0,0.0
MMEm,-1000.0,1000.0
MMMm,-1000.0,1000.0
MMSAD1m,0.0,1000.0
MMTSADm,0.0,1000.0
NWHARGOR,-1000.0,1000.0
OCOAT1m,-1000.0,1000.0
OIVD1m,0.0,1000.0
OIVD2m,0.0,1000.0
OIVD3m,0.0,1000.0
PCLGALTr,0.0,0.0
PCLYSOX,0.0,0.0
PLYSPSer,0.0,0.0
PPCOACm,0.0,1000.0
PPD2CSPp,0.0,1000.0
PYRt2p,-1000.0,1000.0
RE1266C,0.0,0.0
RE2292C,0.0,0.0
RE2427M,0.0,0.0
RE2428M,0.0,0.0
RE2429M,0.0,0.0
RE2453M,0.0,0.0
RE2454M,0.0,0.0
RE3326M,-1000.0,1000.0
RN0001C,0.0,0.0
RN0001R,0.0,0.0
SACCD3m,0.0,1000.0
SACCD4m,0.0,1000.0
SEAHCYSHYD,0.0,0.0
SEAHCYStn,0.0,0.0
SEASMETtn,0.0,0.0
SELADT,0.0,0.0
SELCYSLY,0.0,0.0
SELCYSLY2,0.0,1000.0
SELCYSTGL,0.0,0.0
SELCYSTS,0.0,1000.0
SELMETAT,0.0,0.0
SELNPS,0.0,1000.0
SLDtm,-1000.0,1000.0
SPAm,0.0,1000.0
SUCRe,0.0,1000.0
THP2CDH,-1000.0,1000.0
THYST,0.0,1000.0
TIDSSULF,0.0,1000.0
TMABADH,0.0,0.0
TMLYSOX,0.0,0.0
UDPG3DOPA,0.0,1000.0
UDPG4E,-1000.0,1000.0
UGALGTg,0.0,1000.0
UGLT,-1000.0,1000.0
VALTA,-1000.0,1000.0
VALTAm,-1000.0,1000.0
r0060,0.0,1000.0
r0179,-1000.0,1000.0
r0193,-1000.0,1000.0
r0210,0.0,1000.0
r0239,0.0,1000.0
r0281,0.0,1000.0
r0386,0.0,1000.0
r0450,-1000.0,1000.0
r0451,0.0,1000.0
r0525,-1000.0,1000.0
r0546,-1000.0,1000.0
r0557,0.0,1000.0
r0560,0.0,1000.0
r0568,0.0,1000.0
r0571,0.0,1000.0
r0595,0.0,1000.0
r0603,-1000.0,1000.0
r0604,0.0,1000.0
r0642,-1000.0,0.0
r0643,-1000.0,0.0
r0644,0.0,1000.0
r0647,0.0,1000.0
r0655,-1000.0,1000.0
r0656,0.0,1000.0
r0669,0.0,1000.0
r0670,0.0,1000.0
r0795,0.0,1000.0
r1377,-1000.0,1000.0
r1378,-1000.0,1000.0
2HBO,-1000.0,1000.0
2M3OVCOAm,0.0,0.0
3HBCDm,0.0,1000.0
4NPHSULT,0.0,1000.0
AACOAT,0.0,1000.0
ACCOAL,0.0,1000.0
ACCOALm,0.0,1000.0
ACS2,0.0,1000.0
ADCim,0.0,1000.0
BDG2HCGHD,0.0,0.0
BDHm,-1000.0,1000.0
CAT,0.0,1000.0
CATm,0.0,1000.0
FAH1,0.0,1000.0
FAH2,0.0,1000.0
FAH3,0.0,1000.0
GapFill-R00737,-1000.0,1000.0
GapFill-R04998,0.0,0.0
GapFill-R04999,0.0,0.0
HGDm,0.0,1000.0
HMR_0663,0.0,0.0
HMR_0718,0.0,1000.0
HMR_0719,0.0,1000.0
HMR_6545,0.0,1000.0
HMR_6558,0.0,1000.0
HMR_6564,0.0,1000.0
HMR_6566,0.0,1000.0
HMR_6568,0.0,0.0
HMR_6573,0.0,0.0
HMR_6574,0.0,0.0
HMR_6583,0.0,1000.0
HMR_6584,0.0,1000.0
HMR_6595,0.0,1000.0
HMR_7185,0.0,0.0
HMR_7186,0.0,0.0
HMR_7187,0.0,0.0
HMR_7188,0.0,0.0
HMR_7652,0.0,1000.0
HMR_7656,0.0,1000.0
HMR_8378,0.0,0.0
HMR_8395,0.0,0.0
HMR_8397,0.0,0.0
HMR_8399,0.0,0.0
HMR_9804,0.0,0.0
INOSTO,0.0,1000.0
MCITS,0.0,1000.0
MI123456PP,0.0,1000.0
MI13456PK,0.0,1000.0
MI1345PKn,0.0,0.0
MI1345PP,0.0,1000.0
MI1346PKn,0.0,0.0
MI134P4P,0.0,1000.0
MI134PK,0.0,0.0
MI134PP,0.0,1000.0
MI13PP,0.0,1000.0
MI1456PKn,0.0,0.0
MI145P6Kn,0.0,0.0
MI145PK,0.0,1000.0
MI145PKn,0.0,0.0
MI145PP,0.0,1000.0
MI14P4P,0.0,1000.0
MI14PP,0.0,1000.0
MI1PP,0.0,1000.0
MI1PS,0.0,1000.0
MI3456PK,0.0,0.0
MI34PP,0.0,1000.0
MI3PP,0.0,1000.0
MI3PS,0.0,1000.0
MI4PK,0.0,1000.0
MI4PP,0.0,1000.0
MICITDr,0.0,0.0
MINOHPKn,0.0,1000.0
MMSAD3m,0.0,1000.0
P4502A6,0.0,1000.0
