NCBI GeneID	Symbol	Description	Taxonomic Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
103162920	LOC103162920	uncharacterized LOC103162920	Cricetulus griseus	ncRNA	2		
103162921	LOC103162921	uncharacterized LOC103162921	Cricetulus griseus	ncRNA	4		
103162922	LOC103162922	uncharacterized LOC103162922	Cricetulus griseus	PSEUDO			
103162924	LOC103162924	uncharacterized LOC103162924	Cricetulus griseus	PROTEIN_CODING	9		
103162926	LOC103162926	uncharacterized LOC103162926	Cricetulus griseus	ncRNA	28		
103162927	LOC103162927	uncharacterized LOC103162927	Cricetulus griseus	ncRNA	2		
103162933	LOC103162933	E3 ubiquitin-protein ligase TRIM52-like	Cricetulus griseus	PROTEIN_CODING	2		
103162944	LOC103162944	GRB2-associated-binding protein 2-like	Cricetulus griseus	PSEUDO			
103162951	LOC103162951	MAD2L1-binding protein-like	Cricetulus griseus	PSEUDO			
103162955	LOC103162955	uncharacterized LOC103162955	Cricetulus griseus	ncRNA	4		
103162993	LOC103162993	uncharacterized LOC103162993	Cricetulus griseus	ncRNA	38		
103163002	LOC103163002	40S ribosomal protein SA-like	Cricetulus griseus	PSEUDO			
103163003	LOC103163003	uncharacterized LOC103163003	Cricetulus griseus	ncRNA	2		
103163004	LOC103163004	uncharacterized LOC103163004	Cricetulus griseus	ncRNA	3		
103163005	LOC103163005	uncharacterized LOC103163005	Cricetulus griseus	ncRNA	8		
103163017	LOC103163017	chemokine-like factor	Cricetulus griseus	PROTEIN_CODING	2		
103163019	LOC103163019	polyadenylate-binding protein 1-like	Cricetulus griseus	PROTEIN_CODING	2		
103163020	LOC103163020	protein TsetseEP-like	Cricetulus griseus	PROTEIN_CODING	2		
103163022	LOC103163022	uncharacterized LOC103163022	Cricetulus griseus	ncRNA	3		
103163024	LOC103163024	tubulin beta-5 chain-like	Cricetulus griseus	PSEUDO			
103163026	LOC103163026	uncharacterized LOC103163026	Cricetulus griseus	ncRNA	2		
103163028	LOC103163028	uncharacterized LOC103163028	Cricetulus griseus	ncRNA	2		
103163029	LOC103163029	uncharacterized LOC103163029	Cricetulus griseus	ncRNA	4		
103163030	LOC103163030	transmembrane protein 14C-like	Cricetulus griseus	PSEUDO			
103163033	LOC103163033	transmembrane protein 92	Cricetulus griseus	PROTEIN_CODING	2		
103163035	LOC103163035	uncharacterized LOC103163035	Cricetulus griseus	ncRNA	1		
103163036	LOC103163036	uncharacterized LOC103163036	Cricetulus griseus	ncRNA	2		
103163044	LOC103163044	uncharacterized LOC103163044	Cricetulus griseus	ncRNA	18		
103163052	LOC103163052	uncharacterized LOC103163052	Cricetulus griseus	ncRNA	1		
103163056	LOC103163056	uncharacterized LOC103163056	Cricetulus griseus	PROTEIN_CODING	1		
103163057	LOC103163057	uncharacterized LOC103163057	Cricetulus griseus	ncRNA	14		
103163059	LOC103163059	uncharacterized LOC103163059	Cricetulus griseus	ncRNA	2		
103163062	LOC103163062	ATP synthase F(0) complex subunit C1, mitochondrial-like	Cricetulus griseus	PSEUDO			
103163064	LOC103163064	40S ribosomal protein S13-like	Cricetulus griseus	PSEUDO			
103163071	LOC103163071	uncharacterized LOC103163071	Cricetulus griseus	ncRNA	2		
103163079	LOC103163079	60S ribosomal protein L36a	Cricetulus griseus	PROTEIN_CODING	2		
103163080	LOC103163080	60S ribosomal protein L7a-like	Cricetulus griseus	PSEUDO			
103163081	LOC103163081	small ubiquitin-related modifier 2-like	Cricetulus griseus	PSEUDO			
103163084	LOC103163084	sugar phosphate exchanger 3-like	Cricetulus griseus	PROTEIN_CODING	2		
103163085	LOC103163085	uncharacterized LOC103163085	Cricetulus griseus	ncRNA	2		
103163091	LOC103163091	charged multivesicular body protein 5-like	Cricetulus griseus	PROTEIN_CODING	2		
103163097	LOC103163097	40S ribosomal protein S27-like	Cricetulus griseus	PROTEIN_CODING	2		
103163104	LOC103163104	uncharacterized LOC103163104	Cricetulus griseus	ncRNA	8		
103163107	LOC103163107	uncharacterized LOC103163107	Cricetulus griseus	ncRNA	2		
103163108	LOC103163108	tear acid lipase-like protein	Cricetulus griseus	PROTEIN_CODING	2		
103163119	LOC103163119	cleavage and polyadenylation specificity factor subunit 5-like	Cricetulus griseus	PSEUDO			
103163126	LOC103163126	uncharacterized LOC103163126	Cricetulus griseus	ncRNA	3		
103163127	LOC103163127	uncharacterized LOC103163127	Cricetulus griseus	ncRNA	6		
103163131	LOC103163131	uncharacterized LOC103163131	Cricetulus griseus	ncRNA	5		
103163137	LOC103163137	uncharacterized LOC103163137	Cricetulus griseus	ncRNA	3		
103163154	LOC103163154	uncharacterized LOC103163154	Cricetulus griseus	ncRNA	2		
103163162	LOC103163162	immunoglobulin kappa variable 4-1-like	Cricetulus griseus	OTHER			
103163165	LOC103163165	DNA polymerase epsilon 4, accessory subunit	Cricetulus griseus	PROTEIN_CODING	2		
103163167	LOC103163167	olfactory receptor 52Z1-like	Cricetulus griseus	PROTEIN_CODING	2		
103163172	LOC103163172	uncharacterized LOC103163172	Cricetulus griseus	ncRNA	4		
103163190	LOC103163190	protein transport protein Sec61 subunit gamma-like	Cricetulus griseus	PSEUDO			
103163191	LOC103163191	40S ribosomal protein S28-like	Cricetulus griseus	PSEUDO			
103163193	LOC103163193	Ig heavy chain V region 102-like	Cricetulus griseus	PSEUDO			
103163194	LOC103163194	uncharacterized LOC103163194	Cricetulus griseus	ncRNA	4		
103163195	LOC103163195	uncharacterized LOC103163195	Cricetulus griseus	ncRNA	6		
103163196	LOC103163196	uncharacterized LOC103163196	Cricetulus griseus	ncRNA	2		
103163206	LOC103163206	uncharacterized LOC103163206	Cricetulus griseus	ncRNA	46		
103163218	LOC103163218	histone H2A.V	Cricetulus griseus	PROTEIN_CODING	1		
103163220	LOC103163220	nascent polypeptide-associated complex subunit alpha-like	Cricetulus griseus	PSEUDO			
103163221	LOC103163221	eukaryotic translation initiation factor 4E-binding protein 1-like	Cricetulus griseus	PSEUDO			
103163233	LOC103163233	uncharacterized LOC103163233	Cricetulus griseus	ncRNA	2		
103163234	LOC103163234	uncharacterized LOC103163234	Cricetulus griseus	ncRNA	1		
103163237	LOC103163237	uncharacterized LOC103163237	Cricetulus griseus	ncRNA	6		
103163238	LOC103163238	uncharacterized LOC103163238	Cricetulus griseus	ncRNA	4		
103163245	LOC103163245	DNA-directed RNA polymerase III subunit RPC6-like	Cricetulus griseus	PSEUDO			
103163249	LOC103163249	uncharacterized LOC103163249	Cricetulus griseus	ncRNA	3		
103163251	LOC103163251	heat shock protein HSP 90-beta-like	Cricetulus griseus	PSEUDO			
103163256	LOC103163256	proto-oncogene FRAT1	Cricetulus griseus	PROTEIN_CODING	2		
103163257	LOC103163257	uncharacterized LOC103163257	Cricetulus griseus	ncRNA	2		
103163258	LOC103163258	uncharacterized LOC103163258	Cricetulus griseus	ncRNA	5		
103163260	LOC103163260	rho GTPase-activating protein 20	Cricetulus griseus	PROTEIN_CODING	3		
103163262	LOC103163262	60S ribosomal protein L37a-like	Cricetulus griseus	PSEUDO			
103163270	LOC103163270	60S ribosomal protein L27-like	Cricetulus griseus	PSEUDO			
103163274	LOC103163274	uncharacterized LOC103163274	Cricetulus griseus	ncRNA	4		
103163279	LOC103163279	uncharacterized LOC103163279	Cricetulus griseus	ncRNA	4		
103163289	LOC103163289	NEDD8-activating enzyme E1 catalytic subunit-like	Cricetulus griseus	PSEUDO			
103163291	LOC103163291	immunoglobulin heavy variable 3-74-like	Cricetulus griseus	OTHER			
103163292	LOC103163292	immunoglobulin heavy variable 3-74-like	Cricetulus griseus	OTHER			
103163298	LOC103163298	leukemia-associated protein 7 homolog	Cricetulus griseus	PSEUDO			
103163308	LOC103163308	40S ribosomal protein S21-like	Cricetulus griseus	PSEUDO			
103163310	LOC103163310	uncharacterized LOC103163310	Cricetulus griseus	ncRNA	2		
103163314	LOC103163314	uncharacterized LOC103163314	Cricetulus griseus	ncRNA	1		
103163316	LOC103163316	uncharacterized LOC103163316	Cricetulus griseus	ncRNA	2		
103163326	LOC103163326	uncharacterized LOC103163326	Cricetulus griseus	PROTEIN_CODING			
103163327	LOC103163327	uncharacterized LOC103163327	Cricetulus griseus	ncRNA	2		
103163329	LOC103163329	uncharacterized LOC103163329	Cricetulus griseus	ncRNA	2		
103163330	LOC103163330	uncharacterized LOC103163330	Cricetulus griseus	ncRNA	2		
103163337	LOC103163337	uncharacterized LOC103163337	Cricetulus griseus	ncRNA	4		
103163338	LOC103163338	uncharacterized LOC103163338	Cricetulus griseus	ncRNA	4		
103163345	LOC103163345	uncharacterized LOC103163345	Cricetulus griseus	ncRNA	7		
103163348	LOC103163348	uncharacterized LOC103163348	Cricetulus griseus	ncRNA	2		
103163351	LOC103163351	uncharacterized LOC103163351	Cricetulus griseus	ncRNA	12		
103163355	LOC103163355	uncharacterized LOC103163355	Cricetulus griseus	ncRNA	2		
103163356	LOC103163356	uncharacterized LOC103163356	Cricetulus griseus	ncRNA	16		
103163357	LOC103163357	uncharacterized LOC103163357	Cricetulus griseus	ncRNA	4		
103163358	LOC103163358	60S ribosomal protein L27-like	Cricetulus griseus	PSEUDO			
103163359	LOC103163359	uncharacterized LOC103163359	Cricetulus griseus	ncRNA	2		
103163365	LOC103163365	uncharacterized LOC103163365	Cricetulus griseus	ncRNA	18		
103163367	LOC103163367	uncharacterized LOC103163367	Cricetulus griseus	ncRNA	2		
103163371	LOC103163371	acetyl-CoA acetyltransferase, cytosolic	Cricetulus griseus	PROTEIN_CODING	2		
103163376	LOC103163376	uncharacterized LOC103163376	Cricetulus griseus	ncRNA	2		
103163380	LOC103163380	uncharacterized LOC103163380	Cricetulus griseus	ncRNA	4		
103163383	LOC103163383	uncharacterized LOC103163383	Cricetulus griseus	ncRNA	13		
103163385	LOC103163385	uncharacterized LOC103163385	Cricetulus griseus	ncRNA	2		
103163388	LOC103163388	60 kDa heat shock protein, mitochondrial-like	Cricetulus griseus	PSEUDO			
103163391	LOC103163391	uncharacterized LOC103163391	Cricetulus griseus	ncRNA	4		
103163393	LOC103163393	uncharacterized LOC103163393	Cricetulus griseus	ncRNA	2		
103163400	LOC103163400	uncharacterized LOC103163400	Cricetulus griseus	ncRNA	5		
103163404	LOC103163404	uncharacterized LOC103163404	Cricetulus griseus	ncRNA	4		
103163408	LOC103163408	uncharacterized LOC103163408	Cricetulus griseus	ncRNA	2		
103163414	LOC103163414	U1 small nuclear ribonucleoprotein C-like	Cricetulus griseus	PSEUDO			
103163417	LOC103163417	uncharacterized LOC103163417	Cricetulus griseus	ncRNA	18		
103163418	LOC103163418	60S ribosomal protein L37-like	Cricetulus griseus	PSEUDO			
103163419	LOC103163419	glyceraldehyde-3-phosphate dehydrogenase-like	Cricetulus griseus	PROTEIN_CODING	2		
103163421	LOC103163421	phosphoglycerate kinase 1-like	Cricetulus griseus	PSEUDO			
103163422	LOC103163422	uncharacterized LOC103163422	Cricetulus griseus	ncRNA	2		
103163425	LOC103163425	uncharacterized LOC103163425	Cricetulus griseus	ncRNA	12		
103163430	LOC103163430	uncharacterized LOC103163430	Cricetulus griseus	ncRNA	4		
103163432	LOC103163432	uncharacterized LOC103163432	Cricetulus griseus	ncRNA	4		
103163433	LOC103163433	uncharacterized LOC103163433	Cricetulus griseus	ncRNA	8		
103163435	LOC103163435	spermatogenesis-associated protein 31E1	Cricetulus griseus	PROTEIN_CODING	2		
103163458	LOC103163458	uncharacterized LOC103163458	Cricetulus griseus	ncRNA	8		
103163467	LOC103163467	pescadillo homolog	Cricetulus griseus	PROTEIN_CODING	2		
103163468	LOC103163468	uncharacterized LOC103163468	Cricetulus griseus	PROTEIN_CODING	1		
103163469	LOC103163469	uncharacterized LOC103163469	Cricetulus griseus	ncRNA	3		
103163470	LOC103163470	uncharacterized LOC103163470	Cricetulus griseus	ncRNA	2		
103163500	LOC103163500	leukocyte immunoglobulin-like receptor subfamily A member 5	Cricetulus griseus	PROTEIN_CODING	2		
103163507	LOC103163507	annexin A7-like	Cricetulus griseus	PSEUDO			
103163511	LOC103163511	nucleophosmin-like	Cricetulus griseus	PSEUDO			
103163512	LOC103163512	transcriptional adapter 3-like	Cricetulus griseus	PSEUDO			
103163518	LOC103163518	uncharacterized LOC103163518	Cricetulus griseus	ncRNA	4		
103163525	LOC103163525	spermatogenesis-associated protein 21-like	Cricetulus griseus	PROTEIN_CODING	2		
103163535	LOC103163535	uncharacterized LOC103163535	Cricetulus griseus	ncRNA	2		
103163536	LOC103163536	uncharacterized LOC103163536	Cricetulus griseus	ncRNA	2		
103163537	LOC103163537	uncharacterized LOC103163537	Cricetulus griseus	ncRNA	4		
103163545	LOC103163545	Ig heavy chain V region 102-like	Cricetulus griseus	OTHER			
103163549	LOC103163549	uncharacterized LOC103163549	Cricetulus griseus	ncRNA	3		
103163567	LOC103163567	prolactin-3D1	Cricetulus griseus	PROTEIN_CODING	1		
103163569	LOC103163569	uncharacterized LOC103163569	Cricetulus griseus	ncRNA	2		
103163578	LOC103163578	histone deacetylase 1-like	Cricetulus griseus	PSEUDO			
103163583	LOC103163583	uncharacterized LOC103163583	Cricetulus griseus	ncRNA	2		
103163591	LOC103163591	uncharacterized LOC103163591	Cricetulus griseus	ncRNA	7		
103163594	LOC103163594	uncharacterized LOC103163594	Cricetulus griseus	ncRNA	4		
103163600	LOC103163600	cadherin-related family member 3	Cricetulus griseus	PROTEIN_CODING	2	100130345	NCBI Ortholog
103163604	LOC103163604	60S ribosomal protein L17-like	Cricetulus griseus	PSEUDO			
103163609	LOC103163609	60S ribosome subunit biogenesis protein NIP7 homolog	Cricetulus griseus	PSEUDO			
103163611	LOC103163611	uncharacterized LOC103163611	Cricetulus griseus	ncRNA	2		
103163619	LOC103163619	uncharacterized LOC103163619	Cricetulus griseus	ncRNA	2		
103163625	LOC103163625	uncharacterized LOC103163625	Cricetulus griseus	ncRNA	4		
103163630	LOC103163630	uncharacterized LOC103163630	Cricetulus griseus	ncRNA	10		
103163631	LOC103163631	uncharacterized LOC103163631	Cricetulus griseus	ncRNA	2		
103163633	LOC103163633	uncharacterized LOC103163633	Cricetulus griseus	ncRNA	2		
103163642	LOC103163642	uncharacterized LOC103163642	Cricetulus griseus	ncRNA	2		
103163646	LOC103163646	zinc finger protein 8	Cricetulus griseus	PROTEIN_CODING	3	342945	NCBI Ortholog
103163655	LOC103163655	protein SET-like	Cricetulus griseus	PSEUDO			
103163656	LOC103163656	protein SET-like	Cricetulus griseus	PSEUDO			
103163658	LOC103163658	vomeronasal type-2 receptor 26	Cricetulus griseus	PROTEIN_CODING	2		
103163660	LOC103163660	extracellular calcium-sensing receptor	Cricetulus griseus	PROTEIN_CODING	2		
103163672	LOC103163672	natural cytotoxicity triggering receptor 3 ligand 1	Cricetulus griseus	PROTEIN_CODING	6		
103163683	LOC103163683	uncharacterized LOC103163683	Cricetulus griseus	ncRNA	6		
103163686	LOC103163686	uncharacterized LOC103163686	Cricetulus griseus	PROTEIN_CODING	2		
103163687	LOC103163687	uncharacterized LOC103163687	Cricetulus griseus	ncRNA	2		
103163693	LOC103163693	uncharacterized LOC103163693	Cricetulus griseus	ncRNA	2		
103163695	LOC103163695	uncharacterized LOC103163695	Cricetulus griseus	ncRNA	45		
103163700	LOC103163700	uncharacterized LOC103163700	Cricetulus griseus	ncRNA	18		
103163705	LOC103163705	uncharacterized LOC103163705	Cricetulus griseus	ncRNA	6		
103163711	LOC103163711	uncharacterized LOC103163711	Cricetulus griseus	ncRNA	5		
103163713	LOC103163713	uncharacterized LOC103163713	Cricetulus griseus	ncRNA	1		
103163716	LOC103163716	uncharacterized LOC103163716	Cricetulus griseus	ncRNA	5		
103163718	LOC103163718	uncharacterized LOC103163718	Cricetulus griseus	ncRNA	3		
103163719	LOC103163719	uncharacterized LOC103163719	Cricetulus griseus	ncRNA	8		
103163735	LOC103163735	uncharacterized LOC103163735	Cricetulus griseus	ncRNA	2		
103163737	LOC103163737	cyclin-dependent kinase 2-associated protein 1-like	Cricetulus griseus	PSEUDO			
103163739	LOC103163739	rRNA-processing protein FCF1 homolog	Cricetulus griseus	PSEUDO			
103163744	LOC103163744	uncharacterized LOC103163744	Cricetulus griseus	ncRNA	8		
103163745	LOC103163745	MARCKS-related protein-like	Cricetulus griseus	PROTEIN_CODING	2		
103163766	LOC103163766	60S ribosomal protein L10-like	Cricetulus griseus	PSEUDO			
103163776	LOC103163776	thymosin beta-10-like	Cricetulus griseus	PSEUDO			
103163786	LOC103163786	uncharacterized LOC103163786	Cricetulus griseus	ncRNA	2		
103163787	LOC103163787	ATP synthase subunit d, mitochondrial-like	Cricetulus griseus	PSEUDO			
103163790	LOC103163790	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4-like	Cricetulus griseus	PROTEIN_CODING	2		
103163794	LOC103163794	uncharacterized LOC103163794	Cricetulus griseus	ncRNA	1		
103163795	LOC103163795	myosin light polypeptide 6	Cricetulus griseus	PROTEIN_CODING	2		
103163800	LOC103163800	forkhead box protein M1-like	Cricetulus griseus	PSEUDO			
103163801	LOC103163801	NACHT, LRR and PYD domains-containing protein 1a-like	Cricetulus griseus	PROTEIN_CODING	2		
103163802	LOC103163802	60S ribosomal protein L26-like	Cricetulus griseus	PSEUDO			
103163807	LOC103163807	histone H3.v1	Cricetulus griseus	PROTEIN_CODING	2		
103163809	LOC103163809	methylcytosine dioxygenase TET2-like	Cricetulus griseus	PSEUDO			
103163815	LOC103163815	uncharacterized LOC103163815	Cricetulus griseus	ncRNA	2		
103163816	LOC103163816	uncharacterized LOC103163816	Cricetulus griseus	ncRNA	36		
103163820	LOC103163820	uncharacterized LOC103163820	Cricetulus griseus	ncRNA	2		
103163823	LOC103163823	uncharacterized LOC103163823	Cricetulus griseus	ncRNA	1		
103163830	LOC103163830	V-type proton ATPase subunit E 1-like	Cricetulus griseus	PSEUDO			
103163831	LOC103163831	uncharacterized LOC103163831	Cricetulus griseus	PROTEIN_CODING	2	400499	NCBI Ortholog
103163833	LOC103163833	uncharacterized LOC103163833	Cricetulus griseus	ncRNA	4		
103163838	LOC103163838	uncharacterized LOC103163838	Cricetulus griseus	ncRNA	2		
103163839	LOC103163839	uncharacterized LOC103163839	Cricetulus griseus	ncRNA	17		
103163842	LOC103163842	prohibitin-like	Cricetulus griseus	PSEUDO			
103163843	LOC103163843	uncharacterized LOC103163843	Cricetulus griseus	ncRNA	2		
103163847	LOC103163847	uncharacterized LOC103163847	Cricetulus griseus	ncRNA	2		
103163848	LOC103163848	uncharacterized LOC103163848	Cricetulus griseus	ncRNA	3		
103163849	LOC103163849	uncharacterized LOC103163849	Cricetulus griseus	ncRNA	2		
103163856	LOC103163856	40S ribosomal protein S12-like	Cricetulus griseus	PROTEIN_CODING	2		
103163858	LOC103163858	histone-binding protein RBBP4-like	Cricetulus griseus	PSEUDO			
103163859	LOC103163859	uncharacterized LOC103163859	Cricetulus griseus	ncRNA	4		
103163861	LOC103163861	zinc finger protein 449-like	Cricetulus griseus	PROTEIN_CODING	1		
103163862	LOC103163862	zinc finger protein 431-like	Cricetulus griseus	PROTEIN_CODING	2		
103163868	LOC103163868	uncharacterized LOC103163868	Cricetulus griseus	ncRNA	1		
103163869	LOC103163869	myeloid leukemia factor 2-like	Cricetulus griseus	PSEUDO			
103163878	LOC103163878	retrovirus-related Env polyprotein from Fv-4 locus-like	Cricetulus griseus	PSEUDO			
103163880	LOC103163880	claudin-22-like	Cricetulus griseus	PROTEIN_CODING	2		
103163882	LOC103163882	keratin-associated protein 10-7-like	Cricetulus griseus	PROTEIN_CODING	1		
103163883	LOC103163883	keratin-associated protein 10-11-like	Cricetulus griseus	PROTEIN_CODING	1		
103163885	LOC103163885	uncharacterized LOC103163885	Cricetulus griseus	ncRNA	2		
103163886	LOC103163886	uncharacterized LOC103163886	Cricetulus griseus	ncRNA	2		
103163888	LOC103163888	proline-rich protein 23A3	Cricetulus griseus	PROTEIN_CODING	2		
103163890	LOC103163890	60S ribosomal protein L35a-like	Cricetulus griseus	PSEUDO			
103163895	LOC103163895	60S ribosomal protein L21-like	Cricetulus griseus	PSEUDO			
103163900	LOC103163900	transport and Golgi organization protein 1 homolog	Cricetulus griseus	PROTEIN_CODING	2		
103163905	LOC103163905	uncharacterized LOC103163905	Cricetulus griseus	ncRNA	2		
103163906	LOC103163906	uncharacterized LOC103163906	Cricetulus griseus	ncRNA	3		
103163912	LOC103163912	pre-mRNA-splicing regulator WTAP-like	Cricetulus griseus	PSEUDO			
103163913	LOC103163913	uncharacterized LOC103163913	Cricetulus griseus	ncRNA	3		
103163914	LOC103163914	POU domain, class 5, transcription factor 1-like	Cricetulus griseus	PSEUDO			
103163922	LOC103163922	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5-like	Cricetulus griseus	PROTEIN_CODING	2		
103163930	LOC103163930	uncharacterized LOC103163930	Cricetulus griseus	ncRNA	4		
103163933	LOC103163933	transmembrane protein 126A-like	Cricetulus griseus	PSEUDO			
103163938	LOC103163938	uncharacterized LOC103163938	Cricetulus griseus	ncRNA	1		
103163945	LOC103163945	uncharacterized protein C1orf122 homolog	Cricetulus griseus	PROTEIN_CODING	1		
103163946	LOC103163946	transcription initiation factor TFIID subunit 4-like	Cricetulus griseus	PROTEIN_CODING	2		
103163952	LOC103163952	E3 ubiquitin-protein ligase RNF14	Cricetulus griseus	PROTEIN_CODING	1		
103163959	LOC103163959	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5-like	Cricetulus griseus	PROTEIN_CODING	2		
103163960	LOC103163960	proline-rich protein 23A3	Cricetulus griseus	PROTEIN_CODING	1		
103163965	LOC103163965	40S ribosomal protein S2-like	Cricetulus griseus	PSEUDO			
103163968	LOC103163968	uncharacterized LOC103163968	Cricetulus griseus	ncRNA	2		
103163971	LOC103163971	uncharacterized LOC103163971	Cricetulus griseus	ncRNA	4		
103163973	LOC103163973	60S ribosomal protein L31-like	Cricetulus griseus	PSEUDO			
103163976	LOC103163976	refilin-B-like	Cricetulus griseus	PSEUDO			
103163977	LOC103163977	60S ribosomal protein L35a-like	Cricetulus griseus	PSEUDO			
103163978	LOC103163978	uncharacterized LOC103163978	Cricetulus griseus	ncRNA	10		
103163979	LOC103163979	leydig cell tumor 10 kDa protein-like	Cricetulus griseus	PROTEIN_CODING	12		
103163982	LOC103163982	uncharacterized LOC103163982	Cricetulus griseus	ncRNA	2		
103163988	LOC103163988	preferentially expressed antigen in melanoma-like protein 7	Cricetulus griseus	PSEUDO			
103163990	LOC103163990	ubiquitin-60S ribosomal protein L40-like	Cricetulus griseus	PSEUDO			
103163992	LOC103163992	uncharacterized LOC103163992	Cricetulus griseus	ncRNA	1		
103163993	LOC103163993	uncharacterized LOC103163993	Cricetulus griseus	ncRNA	2		
103163997	LOC103163997	40S ribosomal protein S25-like	Cricetulus griseus	PSEUDO			
103163998	LOC103163998	squamous cell carcinoma antigen recognized by T-cells 3-like	Cricetulus griseus	PROTEIN_CODING	1		
103163999	LOC103163999	uncharacterized LOC103163999	Cricetulus griseus	ncRNA	1		
103164001	LOC103164001	uncharacterized LOC103164001	Cricetulus griseus	ncRNA	1		
103164015	LOC103164015	uncharacterized LOC103164015	Cricetulus griseus	ncRNA	6		
103164020	LOC103164020	uncharacterized LOC103164020	Cricetulus griseus	ncRNA	1		
103164021	LOC103164021	ATP synthase F(0) complex subunit C1, mitochondrial-like	Cricetulus griseus	PROTEIN_CODING	2		
103164025	LOC103164025	oxysterol-binding protein-related protein 1-like	Cricetulus griseus	PROTEIN_CODING	1		
103164028	LOC103164028	polycomb group RING finger protein 6-like	Cricetulus griseus	PSEUDO			
103164029	LOC103164029	uncharacterized LOC103164029	Cricetulus griseus	PSEUDO			
103164031	LOC103164031	40S ribosomal protein S26-like	Cricetulus griseus	PROTEIN_CODING	2		
103164032	LOC103164032	uncharacterized LOC103164032	Cricetulus griseus	PROTEIN_CODING	1		
103164033	LOC103164033	uncharacterized LOC103164033	Cricetulus griseus	ncRNA	1		
103164039	LOC103164039	uncharacterized LOC103164039	Cricetulus griseus	ncRNA	1		
103164040	LOC103164040	uncharacterized LOC103164040	Cricetulus griseus	ncRNA	3		
103164045	LOC103164045	uncharacterized LOC103164045	Cricetulus griseus	ncRNA	2		
103164051	LOC103164051	60S ribosomal protein L32-like	Cricetulus griseus	PSEUDO			
103164055	LOC103164055	protocadherin-15-like	Cricetulus griseus	PROTEIN_CODING	1		
103164058	LOC103164058	Krueppel-like factor 16	Cricetulus griseus	PROTEIN_CODING	1		
103164066	LOC103164066	uncharacterized LOC103164066	Cricetulus griseus	ncRNA	2		
103164069	LOC103164069	exportin-6-like	Cricetulus griseus	PSEUDO			
103164070	LOC103164070	olfactory receptor 4C6-like	Cricetulus griseus	PSEUDO			
103164074	LOC103164074	uncharacterized LOC103164074	Cricetulus griseus	ncRNA	1		
103164075	LOC103164075	uncharacterized LOC103164075	Cricetulus griseus	ncRNA	4		
103164078	LOC103164078	zinc finger protein 82	Cricetulus griseus	PROTEIN_CODING	9		
103164084	LOC103164084	actin-85C-like	Cricetulus griseus	PROTEIN_CODING	6		
103164087	LOC103164087	atherin-like	Cricetulus griseus	PROTEIN_CODING	2		
103164091	LOC103164091	RNA polymerase II elongation factor ELL2-like	Cricetulus griseus	PROTEIN_CODING	2		
103164097	LOC103164097	vomeronasal type-2 receptor 116-like	Cricetulus griseus	PSEUDO			
103164099	LOC103164099	breakpoint cluster region protein	Cricetulus griseus	PROTEIN_CODING	8		
103164100	LOC103164100	uncharacterized LOC103164100	Cricetulus griseus	ncRNA	2		
103164101	LOC103164101	T cell receptor alpha variable 38-1-like	Cricetulus griseus	OTHER			
103164102	LOC103164102	T cell receptor alpha variable 38-1-like	Cricetulus griseus	OTHER			
103164104	LOC103164104	60S ribosomal protein L27a-like	Cricetulus griseus	PSEUDO			
103164105	LOC103164105	baculoviral IAP repeat-containing protein 1b	Cricetulus griseus	PROTEIN_CODING	1		
103164106	LOC103164106	uncharacterized LOC103164106	Cricetulus griseus	ncRNA	4		
103164107	LOC103164107	60S ribosomal protein L21-like	Cricetulus griseus	PSEUDO			
103164109	LOC103164109	uncharacterized LOC103164109	Cricetulus griseus	ncRNA	2		
103164111	LOC103164111	uncharacterized LOC103164111	Cricetulus griseus	ncRNA	1		
103164112	LOC103164112	cytochrome c-like	Cricetulus griseus	PROTEIN_CODING	2		
103164114	LOC103164114	uncharacterized LOC103164114	Cricetulus griseus	ncRNA	2		
103164117	LOC103164117	uncharacterized LOC103164117	Cricetulus griseus	ncRNA	12		
103164118	LOC103164118	coiled-coil domain-containing protein 121	Cricetulus griseus	PROTEIN_CODING	2		
103164123	LOC103164123	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	Cricetulus griseus	PROTEIN_CODING	1		
103164124	LOC103164124	acyl-CoA-binding protein-like	Cricetulus griseus	PSEUDO			
103164125	LOC103164125	uncharacterized LOC103164125	Cricetulus griseus	ncRNA	2		
103164126	LOC103164126	60S ribosomal protein L30-like	Cricetulus griseus	PSEUDO			
103164127	LOC103164127	sperm-associated antigen 1	Cricetulus griseus	PROTEIN_CODING	1		
103164128	LOC103164128	T cell receptor beta variable 3-1-like	Cricetulus griseus	OTHER			
103164131	LOC103164131	T cell receptor beta variable 10-2-like	Cricetulus griseus	OTHER			
103164132	LOC103164132	T-cell receptor beta chain V region C5-like	Cricetulus griseus	OTHER			
103164134	LOC103164134	T-cell receptor beta chain V region C5-like	Cricetulus griseus	OTHER			
103164135	LOC103164135	T-cell receptor beta chain V region CTL-F3-like	Cricetulus griseus	OTHER			
103164136	LOC103164136	T cell receptor beta variable 16-like	Cricetulus griseus	OTHER			
103164137	LOC103164137	T-cell receptor beta chain V region 3H.25-like	Cricetulus griseus	OTHER			
